"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0016,-0.0128"
"2.00,0.0017,-0.0048"
"3.00,0.0016,-0.0009"
"4.00,0.0017,-0.0045"
"5.00,0.0079,-0.0006"
"6.00,0.0200,0.3085"
"7.00,0.0321,0.8985"
"8.00,0.0441,1.4590"
"9.00,0.0583,1.9896"
"10.00,0.0703,2.5974"
"11.00,0.0828,3.0693"
"12.00,0.0969,3.5412"
"13.00,0.1090,4.0660"
"14.00,0.1198,4.4681"
"15.00,0.1335,4.7847"
"16.00,0.1460,5.2327"
"17.00,0.1581,5.5928"
"18.00,0.1702,5.9186"
"19.00,0.1839,6.2281"
"20.00,0.1947,6.6022"
"21.00,0.2085,6.8138"
"22.00,0.2193,7.1603"
"23.00,0.2317,7.3423"
"24.00,0.2425,7.5986"
"25.00,0.2546,7.7570"
"26.00,0.2654,7.9745"
"27.00,0.2759,8.1141"
"28.00,0.2870,8.2337"
"29.00,0.2961,8.3800"
"30.00,0.3083,8.4158"
"31.00,0.3190,8.6037"
"32.00,0.3299,8.7103"
"33.00,0.3406,8.8180"
"34.00,0.3511,8.9138"
"35.00,0.3620,8.9933"
"36.00,0.3711,9.0852"
"37.00,0.3835,9.0875"
"38.00,0.3911,9.2534"
"39.00,0.4048,9.1686"
"40.00,0.4140,9.3974"
"41.00,0.4251,9.3857"
"42.00,0.4359,9.4727"
"43.00,0.4480,9.5406"
"44.00,0.4585,9.6659"
"45.00,0.4709,9.7078"
"46.00,0.4817,9.8442"
"47.00,0.4938,9.8934"
"48.00,0.5047,10.0012"
"49.00,0.5170,10.0441"
"50.00,0.5295,10.1607"
"51.00,0.5400,10.2774"
"52.00,0.5537,10.2856"
"53.00,0.5645,10.4571"
"54.00,0.5769,10.4757"
"55.00,0.5878,10.5737"
"56.00,0.5999,10.5864"
"57.00,0.6139,10.6611"
"58.00,0.6244,10.8316"
"59.00,0.6365,10.8137"
"60.00,0.6506,10.8770"
"61.00,0.6630,11.0395"
"62.00,0.6751,11.1079"
"63.00,0.6872,11.1580"
"64.00,0.7010,11.2055"
"65.00,0.7118,11.3311"
"66.00,0.7255,11.3059"
"67.00,0.7363,11.4278"
"68.00,0.7504,11.3964"
"69.00,0.7609,11.5315"
"70.00,0.7746,11.4772"
"71.00,0.7854,11.5893"
"72.00,0.7995,11.5511"
"73.00,0.8116,11.6784"
"74.00,0.8237,11.6986"
"75.00,0.8374,11.7178"
"76.00,0.8499,11.8204"
"77.00,0.8620,11.8525"
"78.00,0.8744,11.8627"
"79.00,0.8865,11.8939"
"80.00,0.9006,11.9021"
"81.00,0.9127,12.0131"
"82.00,0.9235,12.0154"
"83.00,0.9359,11.9570"
"84.00,0.9468,11.9785"
"85.00,0.9589,11.9220"
"86.00,0.9713,11.9301"
"87.00,0.9817,11.9578"
"88.00,0.9975,11.8788"
"89.00,1.0063,12.0749"
"90.00,1.0200,11.9083"
"91.00,1.0312,12.0013"
"92.00,1.0432,11.9621"
"93.00,1.0554,11.9638"
"94.00,1.0666,11.9732"
"95.00,1.0786,11.9331"
"96.00,1.0894,11.9375"
"97.00,1.1015,11.8828"
"98.00,1.1107,11.8941"
"99.00,1.1235,11.7575"
"100.00,1.1339,11.8099"
"101.00,1.1464,11.7388"
"102.00,1.1568,11.7778"
"103.00,1.1693,11.7084"
"104.00,1.1813,11.7489"
"105.00,1.1922,11.7627"
"106.00,1.2043,11.7187"
"107.00,1.2171,11.7341"
"108.00,1.2275,11.7896"
"109.00,1.2380,11.7197"
"110.00,1.2505,11.6593"
"111.00,1.2609,11.7001"
"112.00,1.2737,11.6348"
"113.00,1.2845,11.6951"
"114.00,1.2949,11.6483"
"115.00,1.3074,11.5876"
"116.00,1.3178,11.6338"
"117.00,1.3290,11.5720"
"118.00,1.3394,11.5534"
"119.00,1.3499,11.4957"
"120.00,1.3627,11.4463"
"121.00,1.3761,11.5140"
"122.00,1.3856,11.6055"
"123.00,1.3977,11.5033"
"124.00,1.4101,11.5301"
"125.00,1.4222,11.5771"
"126.00,1.4344,11.6037"
"127.00,1.4439,11.6289"
"128.00,1.4563,11.5237"
"129.00,1.4684,11.5676"
"130.00,1.4792,11.5929"
"131.00,1.4896,11.5566"
"132.00,1.5025,11.4991"
"133.00,1.5129,11.5655"
"134.00,1.5250,11.5076"
"135.00,1.5358,11.5393"
"136.00,1.5466,11.5038"
"137.00,1.5587,11.4655"
"138.00,1.5712,11.4992"
"139.00,1.5816,11.5475"
"140.00,1.5928,11.4907"
"141.00,1.6052,11.4755"
"142.00,1.6156,11.5221"
"143.00,1.6281,11.4681"
"144.00,1.6385,11.5194"
"145.00,1.6497,11.4641"
"146.00,1.6601,11.4501"
"147.00,1.6723,11.3984"
"148.00,1.6831,11.4353"
"149.00,1.6955,11.4048"
"150.00,1.7076,11.4537"
"151.00,1.7184,11.4878"
"152.00,1.7305,11.4533"
"153.00,1.7413,11.4861"
"154.00,1.7534,11.4518"
"155.00,1.7662,11.4846"
"156.00,1.7767,11.5498"
"157.00,1.7887,11.4946"
"158.00,1.8012,11.5241"
"159.00,1.8133,11.5709"
"160.00,1.8241,11.5978"
"161.00,1.8365,11.5578"
"162.00,1.8490,11.6017"
"163.00,1.8607,11.6446"
"164.00,1.8719,11.6491"
"165.00,1.8719,11.6241"
"166.00,1.8813,11.0440"
"167.00,1.8951,10.9609"
"168.00,1.9055,11.1012"
"169.00,1.9179,11.0686"
"170.00,1.9317,11.1364"
"171.00,1.9441,11.2680"
"172.00,1.9546,11.3252"
"173.00,1.9687,11.2837"
"174.00,1.9795,11.4219"
"175.00,1.9902,11.3920"
"176.00,2.0024,11.3599"
"177.00,2.0131,11.4011"
"178.00,2.0256,11.3671"
"179.00,2.0364,11.4225"
"180.00,2.0485,11.3913"
"181.00,2.0593,11.4285"
"182.00,2.0715,11.3944"
"183.00,2.0825,11.4328"
"184.00,2.0944,11.4148"
"185.00,2.1054,11.4359"
"186.00,2.1176,11.4176"
"187.00,2.1283,11.4549"
"188.00,2.1389,11.4193"
"189.00,2.1513,11.3749"
"190.00,2.1618,11.4250"
"191.00,2.1745,11.3803"
"192.00,2.1837,11.4464"
"193.00,2.1958,11.3337"
"194.00,2.2049,11.3740"
"195.00,2.2174,11.2604"
"196.00,2.2282,11.3207"
"197.00,2.2403,11.2947"
"198.00,2.2511,11.3369"
"199.00,2.2619,11.3068"
"200.00,2.2727,11.2847"
"201.00,2.2835,11.2572"
"202.00,2.2956,11.2359"
"203.00,2.3064,11.2796"
"204.00,2.3172,11.2555"
"205.00,2.3280,11.2327"
"206.00,2.3385,11.2111"
"207.00,2.3509,11.1759"
"208.00,2.3614,11.2354"
"209.00,2.3725,11.2007"
"210.00,2.3830,11.1934"
"211.00,2.3951,11.1592"
"212.00,2.4062,11.2085"
"213.00,2.4184,11.2007"
"214.00,2.4307,11.2498"
"215.00,2.4412,11.3054"
"216.00,2.4524,11.2656"
"217.00,2.4642,11.2586"
"218.00,2.4752,11.2866"
"219.00,2.4858,11.2748"
"220.00,2.4968,11.2385"
"221.00,2.5073,11.2290"
"222.00,2.5195,11.1931"
"223.00,2.5318,11.2409"
"224.00,2.5427,11.2966"
"225.00,2.5551,11.2738"
"226.00,2.5656,11.3319"
"227.00,2.5764,11.2889"
"228.00,2.5885,11.2644"
"229.00,2.5996,11.3087"
"230.00,2.6101,11.2954"
"231.00,2.6208,11.2584"
"232.00,2.6330,11.2313"
"233.00,2.6441,11.2794"
"234.00,2.6533,11.2675"
"235.00,2.6654,11.1644"
"236.00,2.6762,11.2116"
"237.00,2.6870,11.1910"
"238.00,2.6991,11.1714"
"239.00,2.7099,11.2182"
"240.00,2.7191,11.1973"
"241.00,2.7312,11.0956"
"242.00,2.7436,11.1485"
"243.00,2.7541,11.2083"
"244.00,2.7652,11.1761"
"245.00,2.7760,11.1690"
"246.00,2.7881,11.1528"
"247.00,2.7989,11.2006"
"248.00,2.8094,11.1805"
"249.00,2.8205,11.1451"
"250.00,2.8310,11.1442"
"251.00,2.8417,11.1130"
"252.00,2.8523,11.0925"
"253.00,2.8617,11.0663"
"254.00,2.8742,10.9827"
"255.00,2.8847,11.0578"
"256.00,2.8955,11.0285"
"257.00,2.9062,11.0170"
"258.00,2.9171,11.0049"
"259.00,2.9277,10.9984"
"260.00,2.9400,10.9804"
"261.00,2.9507,11.0452"
"262.00,2.9616,11.0271"
"263.00,2.9721,11.0228"
"264.00,2.9830,10.9965"
"265.00,2.9938,10.9921"
"266.00,3.0042,10.9812"
"267.00,3.0137,10.9488"
"268.00,3.0261,10.8774"
"269.00,3.0364,10.9552"
"270.00,3.0472,10.9242"
"271.00,3.0567,10.9139"
"272.00,3.0689,10.8441"
"273.00,3.0781,10.9127"
"274.00,3.0889,10.8294"
"275.00,3.0996,10.8266"
"276.00,3.1117,10.8196"
"277.00,3.1209,10.8842"
"278.00,3.1333,10.7994"
"279.00,-3.1393,10.8812"
"280.00,-3.1284,10.8650"
"281.00,-3.1191,10.8669"
"282.00,-3.1086,10.7875"
"283.00,-3.0979,10.7729"
"284.00,-3.0884,10.7702"
"285.00,-3.0764,10.7062"
"286.00,-3.0672,10.7708"
"287.00,-3.0566,10.6904"
"288.00,-3.0457,10.6904"
"289.00,-3.0349,10.6999"
"290.00,-3.0242,10.7023"
"291.00,-3.0135,10.7057"
"292.00,-3.0043,10.7034"
"293.00,-2.9919,10.6295"
"294.00,-2.9813,10.7167"
"295.00,-2.9705,10.7130"
"296.00,-2.9598,10.7142"
"297.00,-2.9487,10.7161"
"298.00,-2.9382,10.7351"
"299.00,-2.9272,11.2619"
"300.00,-2.9169,11.2411"
"301.00,-2.9060,11.1926"
"302.00,-2.8952,11.1993"
"303.00,-2.8858,11.0914"
"304.00,-2.8751,11.0790"
"305.00,-2.8643,11.0612"
"306.00,-2.8553,10.9663"
"307.00,-2.8445,10.9432"
"308.00,-2.8337,10.9546"
"309.00,-2.8232,10.9136"
"310.00,-2.8124,10.9155"
"311.00,-2.8016,10.9097"
"312.00,-2.7925,10.8224"
"313.00,-2.7803,10.8866"
"314.00,-2.7711,10.8005"
"315.00,-2.7585,10.8969"
"316.00,-2.7493,10.8211"
"317.00,-2.7404,10.7051"
"318.00,-2.7280,10.7992"
"319.00,-2.7188,10.7173"
"320.00,-2.7079,10.7214"
"321.00,-2.6989,10.6472"
"322.00,-2.6867,10.7129"
"323.00,-2.6773,10.6592"
"324.00,-2.6652,10.7242"
"325.00,-2.6560,10.6499"
"326.00,-2.6452,10.6573"
"327.00,-2.6343,10.6645"
"328.00,-2.6253,10.5930"
"329.00,-2.6144,10.5960"
"330.00,-2.6036,10.6099"
"331.00,-2.5932,10.6030"
"332.00,-2.5852,10.4656"
"333.00,-2.5746,10.4859"
"334.00,-2.5637,10.4943"
"335.00,-2.5516,10.5786"
"336.00,-2.5441,10.4260"
"337.00,-2.5316,10.5265"
"338.00,-2.5227,10.4419"
"339.00,-2.5150,10.3107"
"340.00,-2.5041,10.3461"
"341.00,-2.4904,10.5033"
"342.00,-2.4793,10.5381"
"343.00,-2.4688,10.5312"
"344.00,-2.4580,10.5482"
"345.00,-2.4475,10.5444"
"346.00,-2.4366,10.5716"
"347.00,-2.4259,10.5650"
"348.00,-2.4150,10.5947"
"349.00,-2.4060,10.5051"
"350.00,-2.3938,10.5888"
"351.00,-2.3842,10.5483"
"352.00,-2.3735,10.5430"
"353.00,-2.3630,10.5573"
"354.00,-2.3552,10.4043"
"355.00,-2.3447,10.4111"
"356.00,-2.3351,10.3795"
"357.00,-2.3244,10.3826"
"358.00,-2.3139,10.4050"
"359.00,-2.3015,10.4887"
"360.00,-2.2923,10.4402"
"361.00,-2.2800,10.5222"
"362.00,-2.2708,10.4576"
"363.00,-2.2603,10.4584"
"364.00,-2.2495,10.4754"
"365.00,-2.2402,10.4241"
"366.00,-2.2279,10.5070"
"367.00,-2.2186,10.4575"
"368.00,-2.2080,10.4569"
"369.00,-2.1988,10.3956"
"370.00,-2.1866,10.4955"
"371.00,-2.1758,10.4931"
"372.00,-2.1650,10.5260"
"373.00,-2.1542,10.5221"
"374.00,-2.1434,10.5535"
"375.00,-2.1327,10.5482"
"376.00,-2.1222,10.5478"
"377.00,-2.1113,10.5746"
"378.00,-2.1006,10.5683"
"379.00,-2.0897,10.5973"
"380.00,-2.0790,10.5900"
"381.00,-2.0684,10.6015"
"382.00,-2.0574,10.6103"
"383.00,-2.0469,10.6067"
"384.00,-2.0377,10.5487"
"385.00,-2.0269,10.5438"
"386.00,-2.0164,10.5576"
"387.00,-2.0070,10.4868"
"388.00,-1.9961,10.5199"
"389.00,-1.9854,10.5165"
"390.00,-1.9733,10.5993"
"391.00,-1.9625,10.6093"
"392.00,-1.9517,10.6188"
"393.00,-1.9411,10.6255"
"394.00,-1.9288,10.6988"
"395.00,-1.9179,10.7211"
"396.00,-1.9072,10.7077"
