"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.1176,-0.0277"
"2.00,-0.1178,-0.0134"
"3.00,-0.1178,-0.0128"
"4.00,-0.1178,-0.0121"
"5.00,-0.1178,-0.0115"
"6.00,-0.1178,-0.0109"
"7.00,-0.1115,0.3005"
"8.00,-0.1023,0.7436"
"9.00,-0.0902,1.3264"
"10.00,-0.0763,1.9310"
"11.00,-0.0654,2.3962"
"12.00,-0.0517,2.9600"
"13.00,-0.0412,3.3356"
"14.00,-0.0270,3.8724"
"15.00,-0.0166,4.2169"
"16.00,-0.0043,4.5953"
"17.00,0.0079,4.9925"
"18.00,0.0190,5.2957"
"19.00,0.0311,5.6363"
"20.00,0.0419,5.8945"
"21.00,0.0541,6.2052"
"22.00,0.0649,6.4349"
"23.00,0.0771,6.7330"
"24.00,0.0864,6.8529"
"25.00,0.0986,7.1192"
"26.00,0.1078,7.2358"
"27.00,0.1171,7.3162"
"28.00,0.1278,7.5098"
"29.00,0.1385,7.6529"
"30.00,0.1494,7.8137"
"31.00,0.1602,7.9774"
"32.00,0.1707,8.0863"
"33.00,0.1814,8.2268"
"34.00,0.1922,8.3520"
"35.00,0.2046,8.5562"
"36.00,0.2154,8.6684"
"37.00,0.2259,8.7586"
"38.00,0.2367,8.8606"
"39.00,0.2492,9.0393"
"40.00,0.2597,9.1253"
"41.00,0.2721,9.2731"
"42.00,0.2826,9.3507"
"43.00,0.2936,9.4219"
"44.00,0.3057,9.5596"
"45.00,0.3165,9.6216"
"46.00,0.3273,9.6805"
"47.00,0.3397,9.8182"
"48.00,0.3519,9.9327"
"49.00,0.3640,10.0415"
"50.00,0.3764,10.1612"
"51.00,0.3872,10.1931"
"52.00,0.4009,10.3707"
"53.00,0.4130,10.4576"
"54.00,0.4238,10.4747"
"55.00,0.4363,10.5727"
"56.00,0.4455,10.5022"
"57.00,0.4577,10.5967"
"58.00,0.4684,10.5894"
"59.00,0.4809,10.6992"
"60.00,0.4914,10.6726"
"61.00,0.5021,10.6832"
"62.00,0.5129,10.6858"
"63.00,0.5253,10.7733"
"64.00,0.5361,10.7746"
"65.00,0.5466,10.7594"
"66.00,0.5574,10.7615"
"67.00,0.5682,10.7634"
"68.00,0.5804,10.8447"
"69.00,0.5911,10.8252"
"70.00,0.6033,10.9065"
"71.00,0.6140,10.8840"
