"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0366,-0.0066"
"2.00,0.0370,0.0004"
"3.00,0.0369,-0.0030"
"4.00,0.0369,-0.0028"
"5.00,0.0385,-0.0027"
"6.00,0.0506,0.0749"
"7.00,0.0612,0.6821"
"8.00,0.0740,1.1901"
"9.00,0.0860,1.7447"
"10.00,0.0998,2.2684"
"11.00,0.1123,2.8607"
"12.00,0.1229,3.3198"
"13.00,0.1351,3.6895"
"14.00,0.1473,4.1159"
"15.00,0.1601,4.5339"
"16.00,0.1704,4.9215"
"17.00,0.1810,5.2088"
"18.00,0.1934,5.4677"
"19.00,0.2043,5.8301"
"20.00,0.2147,6.0646"
"21.00,0.2256,6.2989"
"22.00,0.2360,6.5100"
"23.00,0.2472,6.7221"
"24.00,0.2563,6.9284"
"25.00,0.2671,7.0540"
"26.00,0.2762,7.2316"
"27.00,0.2854,7.3239"
"28.00,0.2962,7.4298"
"29.00,0.3054,7.5844"
"30.00,0.3146,7.6772"
"31.00,0.3253,7.7419"
"32.00,0.3328,7.8905"
"33.00,0.3427,7.8904"
"34.00,0.3530,7.9632"
"35.00,0.3620,8.0942"
"36.00,0.3715,8.1451"
"37.00,0.3806,8.1985"
"38.00,0.3898,8.2605"
"39.00,0.3989,8.2960"
"40.00,0.4081,8.3352"
"41.00,0.4173,8.3904"
"42.00,0.4264,8.4153"
"43.00,0.4376,8.4664"
"44.00,0.4464,8.5857"
"45.00,0.4559,8.6119"
"46.00,0.4647,8.6422"
"47.00,0.4746,8.6696"
"48.00,0.4849,8.7038"
"49.00,0.4939,8.7977"
"50.00,0.5050,8.8132"
"51.00,0.5122,8.9153"
"52.00,0.5237,8.8471"
"53.00,0.5324,8.9544"
"54.00,0.5416,8.9539"
"55.00,0.5528,8.9820"
"56.00,0.5631,9.0662"
"57.00,0.5724,9.1460"
"58.00,0.5816,9.1428"
"59.00,0.5924,9.1573"
"60.00,0.6012,9.2259"
"61.00,0.6110,9.2239"
"62.00,0.6201,9.2307"
"63.00,0.6320,9.2328"
"64.00,0.6415,9.3736"
"65.00,0.6519,9.3660"
"66.00,0.6615,9.4347"
"67.00,0.6705,9.4281"
"68.00,0.6810,9.4109"
"69.00,0.6922,9.4773"
"70.00,0.7010,9.5464"
"71.00,0.7122,9.5242"
"72.00,0.7229,9.5950"
"73.00,0.7318,9.6513"
"74.00,0.7426,9.6238"
"75.00,0.7517,9.6693"
"76.00,0.7629,9.6572"
"77.00,0.7720,9.7213"
"78.00,0.7809,9.6895"
"79.00,0.7904,9.6601"
"80.00,0.8008,9.6384"
"81.00,0.8090,9.6971"
"82.00,0.8180,9.6027"
"83.00,0.8269,9.5769"
"84.00,0.8362,9.5453"
"85.00,0.8457,9.5432"
"86.00,0.8547,9.5181"
"87.00,0.8637,9.5058"
"88.00,0.8732,9.4854"
"89.00,0.8836,9.4726"
"90.00,0.8918,9.5394"
"91.00,0.9009,9.4492"
"92.00,0.9098,9.4404"
"93.00,0.9193,9.4269"
"94.00,0.9267,9.4079"
"95.00,0.9357,9.3193"
"96.00,0.9439,9.3081"
"97.00,0.9514,9.2388"
"98.00,0.9593,9.1662"
"99.00,0.9683,9.0913"
"100.00,0.9756,9.0912"
"101.00,0.9835,9.0095"
"102.00,0.9926,8.9388"
"103.00,0.9992,8.9630"
"104.00,1.0063,8.8292"
"105.00,1.0145,8.7643"
"106.00,1.0219,8.7131"
"107.00,1.0309,8.6592"
"108.00,1.0407,8.6846"
"109.00,1.0465,8.7193"
"110.00,1.0541,8.5833"
"111.00,1.0620,8.5433"
"112.00,1.0692,8.4960"
"113.00,1.0774,8.4477"
"114.00,1.0834,8.4161"
"115.00,1.0913,8.3062"
"116.00,1.0972,8.2799"
"117.00,1.1045,8.1659"
"118.00,1.1127,8.1340"
"119.00,1.1201,8.1146"
"120.00,1.1274,8.0906"
"121.00,1.1343,8.0624"
"122.00,1.1401,7.9811"
"123.00,1.1477,7.8820"
"124.00,1.1540,7.8770"
"125.00,1.1614,7.7849"
"126.00,1.1674,7.7684"
"127.00,1.1739,7.6908"
"128.00,1.1816,7.6118"
"129.00,1.1876,7.6330"
"130.00,1.1935,7.5423"
"131.00,1.2017,7.4759"
"132.00,1.2091,7.4931"
"133.00,1.2167,7.4912"
"134.00,1.2230,7.4984"
"135.00,1.2292,7.4470"
"136.00,1.2367,7.3765"
"137.00,1.2443,7.3805"
"138.00,1.2505,7.4004"
"139.00,1.2583,7.3322"
"140.00,1.2642,7.3548"
"141.00,1.2708,7.2941"
"142.00,1.2780,7.2441"
"143.00,1.2845,7.2579"
"144.00,1.2903,7.2008"
"145.00,1.2979,7.1407"
"146.00,1.3042,7.1726"
"147.00,1.3117,7.1123"
"148.00,1.3199,7.1455"
"149.00,1.3257,7.1848"
"150.00,1.3336,7.1326"
"151.00,1.3395,7.1562"
"152.00,1.3457,7.1054"
"153.00,1.3545,7.0486"
"154.00,1.3611,7.1504"
"155.00,1.3686,7.1077"
"156.00,1.3749,7.1410"
"157.00,1.3840,7.0860"
"158.00,1.3899,7.1864"
"159.00,1.3981,7.1374"
"160.00,1.4071,7.1718"
"161.00,1.4146,7.2679"
"162.00,1.4223,7.2863"
"163.00,1.4302,7.3106"
"164.00,1.4360,7.3255"
"165.00,1.4439,7.2661"
"166.00,1.4514,7.2832"
"167.00,1.4566,7.3111"
"168.00,1.4654,7.1862"
"169.00,1.4730,7.2741"
"170.00,1.4793,7.2990"
"171.00,1.4868,7.2327"
"172.00,1.4946,7.2596"
"173.00,1.5005,7.2771"
"174.00,1.5087,7.2234"
"175.00,1.5161,7.2502"
"176.00,1.5234,7.2695"
"177.00,1.5299,7.2816"
"178.00,1.5374,7.2238"
"179.00,1.5434,7.2444"
"180.00,1.5529,7.1889"
"181.00,1.5604,7.2918"
"182.00,1.5683,7.3157"
"183.00,1.5741,7.3305"
"184.00,1.5836,7.2739"
"185.00,1.5894,7.3639"
"186.00,1.5954,7.2956"
"187.00,1.6052,7.2408"
"188.00,1.6110,7.3488"
"189.00,1.6186,7.2813"
"190.00,1.6265,7.3057"
"191.00,1.6340,7.3210"
"192.00,1.6403,7.3433"
"193.00,1.6478,7.2751"
"194.00,1.6543,7.3030"
"195.00,1.6617,7.2443"
"196.00,1.6694,7.2639"
"197.00,1.6772,7.2890"
"198.00,1.6844,7.3053"
"199.00,1.6913,7.3152"
"200.00,1.6974,7.2757"
"201.00,1.7046,7.2195"
"202.00,1.7122,7.2240"
"203.00,1.7201,7.2511"
"204.00,1.7263,7.2725"
"205.00,1.7335,7.2166"
"206.00,1.7420,7.2308"
"207.00,1.7494,7.2774"
"208.00,1.7570,7.2866"
"209.00,1.7643,7.3041"
"210.00,1.7708,7.3108"
"211.00,1.7783,7.2638"
"212.00,1.7859,7.2738"
"213.00,1.7940,7.3014"
"214.00,1.7998,7.3281"
"215.00,1.8090,7.2531"
"216.00,1.8150,7.3541"
"217.00,1.8212,7.2927"
"218.00,1.8287,7.2272"
"219.00,1.8369,7.2539"
"220.00,1.8441,7.2885"
"221.00,1.8506,7.2990"
"222.00,1.8594,7.2409"
"223.00,1.8657,7.3261"
"224.00,1.8736,7.2824"
"225.00,1.8795,7.2993"
"226.00,1.8890,7.2405"
"227.00,1.8962,7.3414"
"228.00,1.9027,7.3460"
"229.00,1.9099,7.2942"
"230.00,1.9178,7.3012"
"231.00,1.9256,7.3172"
"232.00,1.9318,7.3557"
"233.00,1.9407,7.2871"
"234.00,1.9472,7.3793"
"235.00,1.9546,7.3174"
"236.00,1.9636,7.3334"
"237.00,1.9701,7.4231"
"238.00,1.9762,7.3591"
"239.00,1.9839,7.3075"
"240.00,1.9917,7.3300"
"241.00,1.9992,7.3477"
"242.00,2.0073,7.3628"
"243.00,2.0144,7.3837"
"244.00,2.0210,7.3830"
"245.00,2.0299,7.3381"
"246.00,2.0380,7.4274"
"247.00,2.0452,7.4452"
"248.00,2.0512,7.4384"
"249.00,2.0593,7.3754"
"250.00,2.0684,7.3958"
"251.00,2.0760,7.4897"
"252.00,2.0825,7.5059"
"253.00,2.0913,7.4380"
"254.00,2.0973,7.5134"
"255.00,2.1068,7.4466"
"256.00,2.1145,7.5290"
"257.00,2.1205,7.5507"
"258.00,2.1300,7.4820"
"259.00,2.1358,7.5627"
"260.00,2.1450,7.4875"
"261.00,2.1510,7.5683"
"262.00,2.1591,7.4987"
"263.00,2.1666,7.5131"
"264.00,2.1742,7.5193"
"265.00,2.1807,7.5338"
"266.00,2.1895,7.4648"
"267.00,2.1971,7.5388"
"268.00,2.2053,7.5523"
"269.00,2.2127,7.5642"
"270.00,2.2200,7.5678"
"271.00,2.2265,7.5635"
"272.00,2.2340,7.4930"
"273.00,2.2432,7.5030"
"274.00,2.2492,7.5832"
"275.00,2.2573,7.5126"
"276.00,2.2648,7.5265"
"277.00,2.2724,7.5320"
"278.00,2.2802,7.5457"
"279.00,2.2893,7.5417"
"280.00,2.2953,7.6283"
"281.00,2.3034,7.5553"
"282.00,2.3109,7.5672"
"283.00,2.3198,7.5707"
"284.00,2.3263,7.6478"
"285.00,2.3351,7.5733"
"286.00,2.3430,7.6447"
"287.00,2.3490,7.6524"
"288.00,2.3571,7.5781"
"289.00,2.3646,7.5890"
"290.00,2.3719,7.5914"
"291.00,2.3800,7.5856"
"292.00,2.3888,7.5961"
"293.00,2.3951,7.6636"
"294.00,2.4046,7.6050"
"295.00,2.4104,7.6801"
"296.00,2.4183,7.5988"
"297.00,2.4272,7.6089"
"298.00,2.4353,7.6839"
"299.00,2.4412,7.6896"
"300.00,2.4504,7.6052"
"301.00,2.4582,7.6967"
"302.00,2.4657,7.6855"
"303.00,2.4733,7.6830"
"304.00,2.4828,7.6887"
"305.00,2.4889,7.7598"
"306.00,2.4962,7.6882"
"307.00,2.5060,7.6773"
"308.00,2.5131,7.7653"
"309.00,2.5191,7.7425"
"310.00,2.5273,7.6634"
"311.00,2.5364,7.6704"
"312.00,2.5424,7.7505"
"313.00,2.5505,7.6709"
"314.00,2.5577,7.6775"
"315.00,2.5656,7.6618"
"316.00,2.5715,7.6687"
"317.00,2.5813,7.5932"
"318.00,2.5884,7.6856"
"319.00,2.5961,7.6668"
"320.00,2.6042,7.6731"
"321.00,2.6130,7.6798"
"322.00,2.6206,7.7430"
"323.00,2.6287,7.7455"
"324.00,2.6362,7.7485"
"325.00,2.6435,7.7429"
"326.00,2.6516,7.7290"
"327.00,2.6575,7.7329"
"328.00,2.6651,7.6463"
"329.00,2.6729,7.6535"
"330.00,2.6807,7.6449"
"331.00,2.6880,7.6608"
"332.00,2.6961,7.6508"
"333.00,2.7036,7.6588"
"334.00,2.7109,7.6577"
"335.00,2.7190,7.6478"
"336.00,2.7265,7.6560"
"337.00,2.7342,7.6550"
"338.00,2.7417,7.6566"
"339.00,2.7498,7.6551"
"340.00,2.7556,7.6630"
"341.00,2.7646,7.5798"
"342.00,2.7730,7.6556"
"343.00,2.7818,7.6798"
"344.00,2.7878,7.7431"
"345.00,2.7972,7.6634"
"346.00,2.8047,7.7364"
"347.00,2.8124,7.7313"
"348.00,2.8205,7.7340"
"349.00,2.8293,7.7380"
"350.00,2.8355,7.8008"
"351.00,2.8444,7.7193"
"352.00,2.8526,7.7879"
"353.00,2.8600,7.7893"
"354.00,2.8660,7.7816"
"355.00,2.8758,7.6998"
"356.00,2.8829,7.7875"
"357.00,2.8889,7.7636"
"358.00,2.8971,7.6826"
"359.00,2.9029,7.6894"
"360.00,2.9122,7.6050"
"361.00,2.9187,7.6955"
"362.00,2.9261,7.6199"
"363.00,2.9335,7.6207"
"364.00,2.9416,7.6123"
"365.00,2.9491,7.6227"
"366.00,2.9583,7.6233"
"367.00,2.9648,7.7129"
"368.00,2.9736,7.6365"
"369.00,2.9812,7.7043"
"370.00,2.9904,7.6931"
"371.00,2.9969,7.7790"
"372.00,3.0044,7.6994"
"373.00,3.0133,7.6962"
"374.00,3.0198,7.7657"
"375.00,3.0289,7.6868"
"376.00,3.0349,7.7660"
"377.00,3.0422,7.6777"
"378.00,3.0520,7.6639"
"379.00,3.0579,7.7638"
"380.00,3.0654,7.6678"
