"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0000,0.0047"
"2.00,0.0000,0.0067"
"3.00,-0.0000,0.0041"
"4.00,-0.0000,0.0039"
"5.00,0.0000,0.0059"
"6.00,-0.0000,0.0034"
"7.00,-0.0000,0.0032"
"8.00,0.0000,0.0053"
"9.00,-0.0000,0.0028"
"10.00,-0.0000,0.0027"
"11.00,0.0000,0.0048"
"12.00,-0.0000,0.0023"
"13.00,-0.0000,0.0022"
"14.00,0.0000,0.0043"
"15.00,-0.0000,0.0019"
"16.00,-0.0000,0.0018"
"17.00,0.0000,0.0039"
"18.00,-0.0000,0.0015"
"19.00,-0.0003,-0.0128"
"20.00,-0.0000,0.0020"
"21.00,0.0000,0.0027"
"22.00,0.0000,0.0025"
"23.00,-0.0000,0.0017"
"24.00,-0.0003,-0.0126"
"25.00,-0.0000,0.0022"
"26.00,0.0000,0.0029"
"27.00,0.0000,0.0027"
"28.00,-0.0000,0.0018"
"29.00,-0.0003,-0.0124"
"30.00,-0.0000,0.0024"
"31.00,0.0000,0.0030"
"32.00,0.0000,0.0028"
"33.00,-0.0000,0.0020"
"34.00,-0.0000,0.0019"
"35.00,0.0000,0.0040"
"36.00,-0.0000,0.0016"
"37.00,-0.0000,0.0015"
"38.00,0.0000,0.0037"
"39.00,-0.0000,0.0012"
"40.00,-0.0000,0.0012"
"41.00,0.0000,0.0034"
"42.00,-0.0000,0.0009"
"43.00,-0.0000,0.0009"
"44.00,0.0000,0.0031"
"45.00,-0.0000,0.0007"
"46.00,-0.0000,0.0007"
"47.00,0.0000,0.0029"
"48.00,-0.0000,0.0005"
"49.00,-0.0000,0.0005"
"50.00,0.0000,0.0027"
"51.00,-0.0000,0.0003"
"52.00,-0.0000,0.0003"
"53.00,0.0000,0.0025"
"54.00,-0.0000,0.0001"
"55.00,-0.0000,0.0001"
"56.00,0.0000,0.0024"
"57.00,-0.0000,0.0000"
"58.00,-0.0000,0.0000"
"59.00,0.0000,0.0023"
"60.00,-0.0000,-0.0001"
"61.00,-0.0000,-0.0001"
"62.00,0.0000,0.0022"
"63.00,-0.0000,-0.0002"
"64.00,-0.0000,-0.0002"
"65.00,0.0000,0.0021"
"66.00,-0.0000,-0.0003"
"67.00,-0.0000,-0.0003"
"68.00,0.0000,0.0020"
"69.00,-0.0000,-0.0004"
"70.00,-0.0000,-0.0003"
"71.00,0.0000,0.0019"
"72.00,-0.0000,-0.0004"
"73.00,-0.0000,-0.0004"
"74.00,0.0000,0.0019"
"75.00,-0.0000,-0.0005"
"76.00,-0.0000,-0.0004"
"77.00,0.0000,0.0018"
