"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0000,0.0003"
"2.00,0.0000,0.0027"
"3.00,-0.0000,-0.0012"
"4.00,0.0000,0.0002"
"5.00,0.0075,0.3765"
"6.00,0.0232,1.1431"
"7.00,0.0445,2.1495"
"8.00,0.0671,3.1711"
"9.00,0.0854,3.9276"
"10.00,0.1136,5.1419"
"11.00,0.1381,6.1086"
"12.00,0.1610,6.9497"
"13.00,0.1839,7.7476"
"14.00,0.2088,8.6038"
"15.00,0.2346,9.4662"
"16.00,0.2592,10.2201"
"17.00,0.2821,10.8545"
"18.00,0.3066,11.5390"
"19.00,0.3328,12.2711"
"20.00,0.3574,12.8847"
"21.00,0.3832,13.5331"
"22.00,0.4064,14.0173"
"23.00,0.4340,14.6937"
"24.00,0.4588,15.2007"
"25.00,0.4846,15.7324"
"26.00,0.5109,16.2575"
"27.00,0.5354,16.6683"
"28.00,0.5612,17.1293"
"29.00,0.5874,17.5818"
"30.00,0.6136,18.0118"
"31.00,0.6411,18.4856"
"32.00,0.6660,18.8065"
"33.00,0.6934,19.2383"
"34.00,0.7196,19.5862"
"35.00,0.7471,19.9813"
"36.00,0.7717,20.2088"
"37.00,0.7992,20.5735"
"38.00,0.8253,20.8538"
"39.00,0.8528,21.1856"
"40.00,0.8790,21.4353"
"41.00,0.9068,21.7544"
"42.00,0.9327,21.9593"
"43.00,0.9605,22.2522"
"44.00,0.9863,22.4322"
"45.00,0.9864,21.3117"
"46.00,1.0144,21.6490"
"47.00,1.0403,21.8580"
"48.00,1.0680,22.1548"
"49.00,1.0956,22.4239"
"50.00,1.1217,22.6092"
"51.00,1.1493,22.8558"
"52.00,1.1754,23.0194"
"53.00,1.2029,23.2456"
"54.00,1.2304,23.4564"
"55.00,1.2569,23.6076"
"56.00,1.2841,23.7882"
"57.00,1.3105,23.9212"
"58.00,1.3364,24.0208"
"59.00,1.3642,24.2075"
"60.00,1.3918,24.3748"
"61.00,1.4192,24.5272"
"62.00,1.4454,24.6133"
"63.00,1.4728,24.7536"
"64.00,1.4991,24.8285"
"65.00,1.5268,24.9743"
"66.00,1.5526,25.0110"
"67.00,1.5790,25.0830"
"68.00,1.6080,25.2806"
"69.00,1.6340,25.3147"
"70.00,1.6864,25.3580"
"71.00,1.7125,25.3991"
"72.00,1.7386,25.4426"
"73.00,1.7659,25.4553"
"74.00,1.7920,25.5713"
"75.00,1.8198,25.5854"
"76.00,1.8440,25.6969"
"77.00,1.8702,25.6229"
"78.00,1.8963,25.6508"
"79.00,1.9225,25.6773"
"80.00,1.9487,25.7024"
"81.00,1.9762,25.7263"
"82.00,2.0045,25.8271"
"83.00,2.0284,25.9206"
"84.00,2.0541,25.8312"
"85.00,2.0823,25.8491"
"86.00,2.1071,25.9433"
"87.00,2.1328,25.8814"
"88.00,2.1572,25.8800"
"89.00,2.1832,25.8077"
"90.00,2.2096,25.8277"
"91.00,2.2344,25.8413"
"92.00,2.2617,25.7846"
"93.00,2.2859,25.8658"
"94.00,2.3095,25.8090"
"95.00,2.3368,25.6548"
"96.00,2.3618,25.7734"
"97.00,2.3859,25.7015"
"98.00,2.4108,25.6540"
"99.00,2.4363,25.5882"
"100.00,2.4616,25.6116"
"101.00,2.4854,25.5644"
"102.00,2.5106,25.5072"
"103.00,2.5361,25.4653"
"104.00,2.5614,25.4947"
"105.00,2.5852,25.4536"
"106.00,2.6118,25.4016"
"107.00,2.6343,25.4308"
"108.00,2.6595,25.3143"
"109.00,2.6850,25.2826"
"110.00,2.7099,25.3206"
"111.00,2.7324,25.2723"
"112.00,2.7577,25.1635"
"113.00,2.7845,25.1395"
"114.00,2.8098,25.2499"
"115.00,2.8336,25.2218"
"116.00,2.8605,25.1807"
"117.00,2.8832,25.2416"
"118.00,2.9079,25.1321"
"119.00,2.9321,25.0919"
"120.00,2.9586,25.0734"
"121.00,2.9830,25.1235"
"122.00,3.0077,25.1016"
"123.00,3.0321,25.0667"
"124.00,3.0581,25.0476"
"125.00,3.0810,25.0774"
"126.00,3.1072,24.9937"
"127.00,3.1314,25.0283"
"128.00,-3.1269,25.0124"
"129.00,-3.1012,24.9808"
"130.00,-3.0764,25.0401"
"131.00,-3.0503,25.0118"
"132.00,-3.0242,25.0703"
"133.00,-2.9996,25.1258"
"134.00,-2.9734,25.0967"
"135.00,-2.9489,25.1509"
"136.00,-2.9214,25.1205"
"137.00,-2.8971,25.2357"
"138.00,-2.8722,25.1935"
"139.00,-2.8461,25.1838"
"140.00,-2.8218,25.2130"
"141.00,-2.7938,25.1860"
"142.00,-2.7694,25.3112"
"143.00,-2.7415,25.2792"
"144.00,-2.7144,25.3997"
"145.00,-2.6894,25.4941"
"146.00,-2.6621,25.4567"
"147.00,-2.6358,25.5646"
"148.00,-2.6100,25.5892"
"149.00,-2.5837,25.6085"
"150.00,-2.5579,25.6310"
"151.00,-2.5300,25.6506"
"152.00,-2.5025,25.7589"
"153.00,-2.4767,25.8454"
"154.00,-2.4505,25.8458"
"155.00,-2.4230,25.8625"
"156.00,-2.3968,25.9409"
"157.00,-2.3703,25.9671"
"158.00,-2.3430,25.9745"
"159.00,-2.3153,26.0560"
"160.00,-2.2891,26.1303"
"161.00,-2.2617,26.1328"
"162.00,-2.2339,26.2006"
"163.00,-2.2065,26.2731"
"164.00,-2.1801,26.3395"
"165.00,-2.1510,26.3342"
"166.00,-2.1249,26.4738"
"167.00,-2.0990,26.4591"
"168.00,-2.0712,26.4288"
"169.00,-2.0421,26.4982"
"170.00,-2.0162,26.6296"
"171.00,-1.9885,26.5907"
"172.00,-1.9594,26.6440"
"173.00,-1.9317,26.7733"
"174.00,-1.9056,26.8119"
"175.00,-1.8794,26.7803"
"176.00,-1.8503,26.7503"
"177.00,-1.8244,26.8691"
"178.00,-1.7966,26.8183"
"179.00,-1.7691,26.8682"
"180.00,-1.7400,26.8993"
"181.00,-1.7138,27.0106"
"182.00,-1.6863,26.9691"
"183.00,-1.6585,26.9951"
"184.00,-1.6327,27.0362"
"185.00,-1.6065,26.9770"
"186.00,-1.5790,26.9372"
"187.00,-1.5495,26.9648"
"188.00,-1.5237,27.0892"
"189.00,-1.4960,27.0274"
"190.00,-1.4702,27.0591"
"191.00,-1.4425,27.0033"
"192.00,-1.4164,27.0308"
"193.00,-1.3902,26.9883"
"194.00,-1.3627,26.9479"
"195.00,-1.3365,26.9750"
"196.00,-1.3103,26.9353"
"197.00,-1.2841,26.8975"
"198.00,-1.2583,26.8616"
"199.00,-1.2321,26.8112"
"200.00,-1.2063,26.7797"
"201.00,-1.1785,26.7333"
"202.00,-1.1536,26.7861"
"203.00,-1.1279,26.6822"
"204.00,-1.1029,26.6489"
"205.00,-1.0774,26.5520"
"206.00,-1.0511,26.5101"
"207.00,-1.0266,26.4936"
"208.00,-1.0021,26.3961"
"209.00,-0.9746,26.3035"
"210.00,-0.9484,26.3628"
"211.00,-0.9255,26.3537"
"212.00,-0.8993,26.1814"
"213.00,-0.8747,26.1813"
"214.00,-0.8502,26.0995"
"215.00,-0.8253,26.0217"
"216.00,-0.8009,25.9660"
"217.00,-0.7750,25.8858"
"218.00,-0.7504,25.8914"
"219.00,-0.7273,25.8241"
"220.00,-0.7014,25.6892"
"221.00,-0.6768,25.6973"
"222.00,-0.6521,25.6451"
"223.00,-0.6278,25.5956"
"224.00,-0.6048,25.5320"
"225.00,-0.5784,25.4063"
"226.00,-0.5539,25.4559"
"227.00,-0.5308,25.4049"
"228.00,-0.5050,25.2909"
"229.00,-0.4818,25.3190"
"230.00,-0.4571,25.2110"
"231.00,-0.4348,25.1799"
"232.00,-0.4104,26.2624"
"233.00,-0.3852,26.2091"
"234.00,-0.3606,26.1289"
"235.00,-0.3378,25.9619"
"236.00,-0.3128,25.9132"
"237.00,-0.2883,25.8419"
"238.00,-0.2638,25.7770"
"239.00,-0.2409,25.6335"
"240.00,-0.2176,25.5136"
"241.00,-0.1901,25.6124"
"242.00,-0.1685,25.4117"
"243.00,-0.1440,25.3683"
"244.00,-0.1194,25.3271"
"245.00,-0.0949,25.2879"
"246.00,-0.0720,25.1689"
"247.00,-0.0475,25.1377"
"248.00,-0.0242,25.0425"
"249.00,0.0033,25.1649"
"250.00,0.0278,25.1338"
"251.00,0.0524,25.1044"
"252.00,0.0720,24.8309"
"253.00,0.0998,24.9802"
"254.00,0.1260,25.0402"
"255.00,0.1486,24.9161"
"256.00,0.1731,24.8986"
"257.00,0.1993,24.9627"
"258.00,0.2238,24.9417"
"259.00,0.2500,25.0037"
"260.00,0.2729,24.8989"
"261.00,0.2991,24.9630"
"262.00,0.3250,25.0075"
"263.00,0.3515,25.0835"
"264.00,0.3773,25.1209"
"265.00,0.4018,25.0911"
"266.00,0.4281,25.1475"
"267.00,0.4539,25.1809"
"268.00,0.4801,25.2336"
"269.00,0.5046,25.1955"
"270.00,0.5312,25.2647"
"271.00,0.5566,25.2743"
"272.00,0.5848,25.4211"
"273.00,0.6103,25.4231"
"274.00,0.6352,25.3987"
"275.00,0.6627,25.5000"
"276.00,0.6889,25.5364"
"277.00,0.7147,25.5507"
"278.00,0.7409,25.5829"
"279.00,0.7700,25.7601"
"280.00,0.7962,25.7818"
"281.00,0.8224,25.8004"
"282.00,0.8483,25.8043"
"283.00,0.8760,25.9036"
"284.00,0.9006,25.8375"
"285.00,0.9297,26.0001"
"286.00,0.9559,26.0103"
"287.00,0.9850,26.1649"
"288.00,0.9850,24.8578"
"289.00,1.0098,24.8535"
"290.00,1.0357,24.9041"
"291.00,1.0651,25.1303"
"292.00,1.0910,25.1670"
"293.00,1.1172,25.2178"
"294.00,1.1433,25.2659"
"295.00,1.1725,25.4588"
"296.00,1.2003,25.5767"
"297.00,1.2278,25.6723"
"298.00,1.2539,25.6978"
"299.00,1.2798,25.7056"
"300.00,1.3089,25.8773"
"301.00,1.3335,25.8091"
"302.00,1.3626,25.9757"
"303.00,1.3888,25.9859"
"304.00,1.4150,25.9957"
"305.00,1.4441,26.1521"
"306.00,1.4686,26.0718"
"307.00,1.4961,26.1426"
"308.00,1.5239,26.2263"
"309.00,1.5513,26.2840"
"310.00,1.5792,26.3625"
"311.00,1.6052,26.3441"
"312.00,1.6312,26.3270"
"313.00,1.6844,26.3142"
"314.00,1.7110,26.3566"
"315.00,1.7383,26.3652"
"316.00,1.7646,26.4203"
"317.00,1.7921,26.4083"
"318.00,1.8182,26.4624"
"319.00,1.8444,26.4483"
"320.00,1.8690,26.4348"
"321.00,1.8948,26.3403"
"322.00,1.9212,26.3203"
"323.00,1.9506,26.3144"
"324.00,1.9746,26.4671"
"325.00,2.0009,26.3533"
"326.00,2.0270,26.3447"
"327.00,2.0532,26.3365"
"328.00,2.0791,26.3287"
"329.00,2.1038,26.3091"
"330.00,2.1332,26.2221"
"331.00,2.1561,26.3837"
"332.00,2.1823,26.2098"
"333.00,2.2081,26.2084"
"334.00,2.2325,26.1865"
"335.00,2.2587,26.1030"
"336.00,2.2833,26.1069"
"337.00,2.3091,26.0287"
"338.00,2.3353,26.0200"
"339.00,2.3598,26.0280"
"340.00,2.3844,25.9538"
"341.00,2.4106,25.8833"
"342.00,2.4351,25.8981"
"343.00,2.4593,25.8304"
"344.00,2.4857,25.7536"
"345.00,2.5089,25.7765"
"346.00,2.5362,25.6456"
"347.00,2.5610,25.7400"
"348.00,2.5854,25.6818"
"349.00,2.6101,25.6212"
"350.00,2.6344,25.5820"
"351.00,2.6590,25.5138"
"352.00,2.6853,25.4690"
"353.00,2.7080,25.5025"
"354.00,2.7344,25.3748"
"355.00,2.7587,25.4131"
"356.00,2.7833,25.3679"
"357.00,2.8079,25.3267"
"358.00,2.8324,25.2876"
"359.00,2.8586,25.2504"
"360.00,2.8815,25.2969"
"361.00,2.9062,25.1810"
"362.00,2.9321,25.1475"
"363.00,2.9568,25.1972"
"364.00,2.9813,25.1646"
"365.00,3.0072,25.1335"
"366.00,3.0320,25.1696"
"367.00,3.0562,25.1546"
"368.00,3.0811,25.1077"
"369.00,3.1070,25.0959"
"370.00,3.1315,25.1337"
"371.00,-3.1271,25.1043"
