"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.2104,0.0073"
"2.00,-0.2101,0.0029"
"3.00,-0.2101,0.0052"
"4.00,-0.2100,0.0080"
"5.00,-0.2038,0.0100"
"6.00,-0.1946,0.3203"
"7.00,-0.1825,0.7625"
"8.00,-0.1703,1.3267"
"9.00,-0.1563,1.8828"
"10.00,-0.1441,2.4753"
"11.00,-0.1288,2.9739"
"12.00,-0.1150,3.5773"
"13.00,-0.1011,4.0996"
"14.00,-0.0874,4.5819"
"15.00,-0.0737,5.0400"
"16.00,-0.0611,5.4782"
"17.00,-0.0475,5.8256"
"18.00,-0.0336,6.2220"
"19.00,-0.0196,6.6007"
"20.00,-0.0058,6.9742"
"21.00,0.0079,7.3127"
"22.00,0.0215,7.6314"
"23.00,0.0340,7.9345"
"24.00,0.0491,8.1596"
"25.00,0.0630,8.5072"
"26.00,0.0768,8.7687"
"27.00,0.0908,9.0342"
"28.00,0.1028,9.2723"
"29.00,0.1181,9.4112"
"30.00,0.1305,9.7071"
"31.00,0.1459,9.8436"
"32.00,0.1580,10.1204"
"33.00,0.1723,10.2227"
"34.00,0.1871,10.4149"
"35.00,0.1996,10.6442"
"36.00,0.2151,10.7366"
"37.00,0.2272,10.9715"
"38.00,0.2408,11.0255"
"39.00,0.2564,11.1616"
"40.00,0.2704,11.3752"
"41.00,0.2840,11.5073"
"42.00,0.2963,11.6192"
"43.00,0.3116,11.6464"
"44.00,0.3239,11.8304"
"45.00,0.3379,11.8607"
"46.00,0.3530,11.9549"
"47.00,0.3668,12.1234"
"48.00,0.3806,12.2045"
"49.00,0.3945,12.2842"
"50.00,0.4085,12.3600"
"51.00,0.4222,12.4456"
"52.00,0.4360,12.5105"
"53.00,0.4483,12.5696"
"54.00,0.4652,12.5627"
"55.00,0.4771,12.7693"
"56.00,0.4927,12.7360"
"57.00,0.5050,12.8711"
"58.00,0.5204,12.8493"
"59.00,0.5342,12.9759"
"60.00,0.5464,13.0118"
"61.00,0.5617,12.9826"
"62.00,0.5741,13.0891"
"63.00,0.5893,13.0539"
"64.00,0.6015,13.1673"
"65.00,0.6170,13.1169"
"66.00,0.6291,13.2330"
"67.00,0.6415,13.1768"
"68.00,0.6582,13.1398"
"69.00,0.6706,13.3173"
"70.00,0.6858,13.2707"
"71.00,0.6980,13.3732"
"72.00,0.7135,13.3124"
"73.00,0.7272,13.4189"
"74.00,0.7397,13.4351"
"75.00,0.7534,13.3852"
"76.00,0.7672,13.4032"
"77.00,0.7811,13.4178"
"78.00,0.7949,13.4475"
"79.00,0.8086,13.4623"
"80.00,0.8224,13.4765"
"81.00,0.8363,13.4922"
"82.00,0.8500,13.5079"
"83.00,0.8636,13.5174"
"84.00,0.8777,13.5257"
"85.00,0.8916,13.5553"
"86.00,0.9051,13.5656"
"87.00,0.9192,13.5714"
"88.00,0.9330,13.5964"
"89.00,0.9451,13.6039"
"90.00,0.9590,13.5314"
"91.00,0.9730,13.5452"
"92.00,0.9868,13.5715"
"93.00,0.9989,13.5802"
"94.00,1.0142,13.5066"
"95.00,1.0265,13.5981"
"96.00,1.0437,13.5434"
"97.00,1.0541,13.7060"
"98.00,1.0682,13.5586"
"99.00,1.0832,13.5700"
"100.00,1.0954,13.6540"
"101.00,1.1098,13.5811"
"102.00,1.1231,13.6079"
"103.00,1.1370,13.6081"
"104.00,1.1497,13.6193"
"105.00,1.1631,13.5624"
