"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0905,0.0044"
"2.00,-0.0906,-0.0010"
"3.00,-0.0906,-0.0010"
"4.00,-0.0906,-0.0009"
"5.00,-0.0906,-0.0009"
"6.00,-0.0906,-0.0008"
"7.00,-0.0753,0.7683"
"8.00,-0.0567,1.6573"
"9.00,-0.0337,2.7250"
"10.00,-0.0105,3.7505"
"11.00,0.0154,4.8557"
"12.00,0.0413,5.9110"
"13.00,0.0673,6.9136"
"14.00,0.0953,7.9669"
"15.00,0.1228,8.9431"
"16.00,0.1486,9.7858"
"17.00,0.1766,10.6981"
"18.00,0.2024,11.4507"
"19.00,0.2303,12.2740"
"20.00,0.2560,12.9480"
"21.00,0.2853,13.7618"
"22.00,0.3117,14.3943"
"23.00,0.3389,15.0374"
"24.00,0.3653,15.6033"
"25.00,0.3928,16.1976"
"26.00,0.4188,16.6879"
"27.00,0.4481,17.3217"
"28.00,0.4757,17.8344"
"29.00,0.5018,18.2474"
"30.00,0.5277,18.6319"
"31.00,0.5555,19.0870"
"32.00,0.5814,19.4294"
"33.00,0.6091,19.8447"
"34.00,0.6367,20.2309"
"35.00,0.6644,20.6032"
"36.00,0.6919,20.9475"
"37.00,0.7180,21.2060"
"38.00,0.7440,21.4483"
"39.00,0.7702,21.6814"
"40.00,0.7964,21.9098"
"41.00,0.8255,22.2672"
"42.00,0.8501,22.3843"
"43.00,0.8778,22.6527"
"44.00,0.9037,22.8159"
"45.00,0.9299,22.9810"
"46.00,0.9558,23.1277"
"47.00,0.9818,23.2740"
"48.00,1.0080,23.4193"
"49.00,1.0354,23.6194"
"50.00,1.0602,23.6752"
"51.00,1.0863,23.7978"
"52.00,1.1109,23.8377"
"53.00,1.1367,23.9359"
"54.00,1.1646,24.1324"
"55.00,1.1890,24.1471"
"56.00,1.2165,24.3142"
"57.00,1.2411,24.3315"
"58.00,1.2659,24.3528"
"59.00,1.2905,24.3680"
"60.00,1.3164,24.4402"
"61.00,1.3409,24.4474"
"62.00,1.3671,24.5321"
"63.00,1.3917,24.5345"
"64.00,1.4178,24.6151"
"65.00,1.4424,24.6132"
"66.00,1.4669,24.6081"
"67.00,1.4915,24.6065"
"68.00,1.5173,24.6673"
"69.00,1.5406,24.5971"
"70.00,1.5664,24.6586"
