"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0001,0.0101"
"2.00,-0.0003,0.0019"
"3.00,-0.0003,-0.0005"
"4.00,-0.0003,-0.0005"
"5.00,-0.0003,-0.0004"
"6.00,-0.0003,-0.0004"
"7.00,-0.0003,-0.0004"
"8.00,-0.0003,-0.0004"
"9.00,-0.0003,-0.0004"
"10.00,-0.0003,-0.0003"
"11.00,-0.0003,-0.0003"
"12.00,-0.0003,-0.0003"
"13.00,-0.0003,-0.0003"
"14.00,-0.0003,-0.0003"
"15.00,-0.0003,-0.0003"
"16.00,-0.0003,-0.0002"
"17.00,-0.0003,-0.0002"
"18.00,-0.0003,-0.0002"
"19.00,-0.0003,-0.0002"
"20.00,-0.0003,-0.0002"
"21.00,-0.0003,-0.0002"
"22.00,-0.0003,-0.0002"
"23.00,-0.0003,-0.0002"
"24.00,-0.0003,-0.0002"
"25.00,-0.0003,-0.0002"
"26.00,-0.0003,-0.0001"
"27.00,-0.0003,-0.0001"
"28.00,-0.0003,-0.0001"
"29.00,-0.0003,-0.0001"
"30.00,-0.0003,-0.0001"
"31.00,-0.0003,-0.0001"
"32.00,-0.0003,-0.0001"
"33.00,-0.0003,-0.0001"
"34.00,-0.0003,-0.0001"
"35.00,-0.0003,-0.0001"
"36.00,-0.0003,-0.0001"
"37.00,-0.0003,-0.0001"
"38.00,-0.0003,-0.0001"
"39.00,-0.0003,-0.0001"
"40.00,-0.0003,-0.0001"
"41.00,-0.0003,-0.0001"
"42.00,-0.0003,-0.0001"
"43.00,-0.0003,-0.0001"
"44.00,-0.0003,-0.0001"
"45.00,-0.0003,-0.0001"
"46.00,-0.0003,-0.0001"
"47.00,-0.0001,0.0095"
"48.00,-0.0002,0.0040"
"49.00,-0.0001,0.0111"
"50.00,-0.0002,0.0033"
"51.00,-0.0001,0.0104"
"52.00,-0.0002,0.0026"
"53.00,-0.0001,0.0098"
"54.00,-0.0002,0.0020"
"55.00,-0.0001,0.0092"
"56.00,-0.0002,0.0014"
"57.00,-0.0001,0.0086"
"58.00,-0.0002,0.0009"
"59.00,-0.0001,0.0082"
"60.00,-0.0002,0.0004"
