"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0000,0.0002"
"2.00,0.0000,0.0026"
"3.00,-0.0000,-0.0023"
"4.00,0.0000,0.0026"
"5.00,-0.0000,-0.0023"
"6.00,0.0000,0.0026"
"7.00,-0.0000,-0.0023"
"8.00,0.0000,0.0025"
"9.00,-0.0000,-0.0023"
"10.00,0.0000,0.0025"
"11.00,-0.0000,-0.0023"
"12.00,0.0000,0.0025"
"13.00,-0.0000,-0.0023"
"14.00,0.0000,0.0025"
"15.00,-0.0000,-0.0023"
"16.00,0.0000,0.0025"
"17.00,-0.0000,-0.0023"
"18.00,0.0000,0.0025"
"19.00,-0.0000,-0.0024"
"20.00,0.0000,0.0025"
"21.00,-0.0000,-0.0024"
"22.00,0.0000,0.0025"
"23.00,-0.0000,-0.0024"
"24.00,0.0000,0.0025"
"25.00,-0.0000,-0.0024"
"26.00,0.0000,0.0025"
"27.00,-0.0000,-0.0024"
"28.00,0.0000,0.0025"
"29.00,-0.0000,-0.0024"
"30.00,-0.0003,-0.0139"
"31.00,-0.0000,-0.0004"
"32.00,-0.0000,-0.0004"
"33.00,-0.0003,-0.0131"
"34.00,-0.0000,0.0003"
"35.00,-0.0000,0.0003"
"36.00,-0.0003,-0.0125"
"37.00,-0.0000,0.0009"
"38.00,-0.0000,0.0009"
"39.00,-0.0003,-0.0120"
"40.00,-0.0000,0.0014"
"41.00,-0.0000,0.0014"
"42.00,-0.0000,0.0013"
"43.00,0.0000,0.0047"
"44.00,-0.0000,0.0010"
"45.00,-0.0000,0.0009"
"46.00,0.0000,0.0044"
"47.00,-0.0000,0.0007"
"48.00,-0.0003,-0.0122"
"49.00,-0.0000,0.0012"
"50.00,-0.0000,0.0012"
"51.00,-0.0000,0.0011"
"52.00,0.0000,0.0046"
"53.00,-0.0000,0.0008"
"54.00,-0.0003,-0.0120"
"55.00,-0.0000,0.0014"
"56.00,-0.0000,0.0013"
"57.00,-0.0003,-0.0115"
"58.00,-0.0000,0.0018"
"59.00,-0.0000,0.0017"
"60.00,-0.0003,-0.0111"
"61.00,-0.0000,0.0022"
"62.00,-0.0000,0.0021"
"63.00,-0.0003,-0.0108"
"64.00,-0.0000,0.0025"
"65.00,-0.0000,0.0024"
"66.00,-0.0003,-0.0105"
"67.00,-0.0000,0.0028"
"68.00,-0.0000,0.0027"
"69.00,-0.0003,-0.0103"
"70.00,-0.0000,0.0031"
"71.00,-0.0000,0.0029"
"72.00,-0.0000,0.0028"
"73.00,0.0000,0.0061"
"74.00,-0.0000,0.0023"
"75.00,-0.0003,-0.0106"
"76.00,-0.0000,0.0027"
"77.00,-0.0000,0.0026"
"78.00,-0.0003,-0.0103"
"79.00,-0.0000,0.0030"
"80.00,-0.0000,0.0028"
"81.00,-0.0003,-0.0101"
"82.00,-0.0000,0.0032"
"83.00,-0.0000,0.0030"
"84.00,-0.0000,0.0029"
"85.00,0.0000,0.0063"
"86.00,-0.0000,0.0024"
"87.00,-0.0000,0.0023"
"88.00,0.0000,0.0057"
"89.00,-0.0000,0.0019"
"90.00,-0.0000,0.0018"
"91.00,0.0000,0.0052"
"92.00,-0.0000,0.0015"
"93.00,-0.0000,0.0014"
"94.00,0.0000,0.0048"
"95.00,-0.0000,0.0011"
"96.00,-0.0000,0.0010"
"97.00,0.0000,0.0045"
"98.00,-0.0000,0.0007"
"99.00,-0.0000,0.0007"
"100.00,0.0000,0.0042"
"101.00,-0.0000,0.0005"
"102.00,-0.0000,0.0004"
"103.00,0.0000,0.0039"
"104.00,-0.0000,0.0002"
"105.00,-0.0000,0.0002"
"106.00,0.0000,0.0037"
"107.00,-0.0000,0.0000"
"108.00,-0.0000,0.0000"
"109.00,0.0000,0.0035"
"110.00,-0.0000,-0.0002"
"111.00,-0.0003,-0.0130"
"112.00,-0.0000,0.0005"
"113.00,-0.0000,0.0005"
"114.00,-0.0003,-0.0124"
"115.00,-0.0000,0.0011"
"116.00,-0.0000,0.0010"
"117.00,-0.0000,0.0010"
"118.00,0.0000,0.0044"
"119.00,-0.0000,0.0007"
"120.00,-0.0000,0.0007"
"121.00,0.0000,0.0041"
"122.00,-0.0000,0.0004"
"123.00,-0.0000,0.0004"
"124.00,0.0000,0.0039"
"125.00,-0.0000,0.0002"
"126.00,-0.0000,0.0002"
"127.00,0.0000,0.0037"
"128.00,-0.0000,-0.0000"
"129.00,-0.0000,-0.0000"
"130.00,0.0000,0.0035"
"131.00,-0.0000,-0.0002"
"132.00,-0.0000,-0.0002"
"133.00,0.0000,0.0034"
"134.00,-0.0000,-0.0003"
"135.00,-0.0000,-0.0003"
"136.00,0.0000,0.0032"
"137.00,-0.0000,-0.0005"
"138.00,-0.0000,-0.0004"
"139.00,0.0000,0.0031"
