"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0000,-0.0096"
"2.00,0.0000,-0.0007"
"3.00,0.0000,0.0006"
"4.00,0.0000,0.0005"
"5.00,0.0000,0.0005"
"6.00,0.0000,0.0005"
"7.00,0.0000,0.0005"
"8.00,0.0000,0.0004"
"9.00,0.0000,0.0004"
"10.00,0.0000,0.0004"
"11.00,0.0000,0.0004"
"12.00,0.0000,0.0004"
"13.00,0.0000,0.0003"
"14.00,0.0000,0.0003"
"15.00,0.0000,0.0003"
"16.00,0.0000,0.0003"
"17.00,0.0000,0.0003"
"18.00,0.0000,0.0003"
"19.00,0.0016,0.0002"
"20.00,0.0016,0.0820"
"21.00,0.0016,0.0779"
"22.00,0.0016,0.0740"
"23.00,0.0016,0.0703"
"24.00,0.0016,0.0668"
"25.00,0.0033,0.0635"
"26.00,0.0033,0.1421"
"27.00,0.0033,0.1350"
"28.00,0.0033,0.1283"
"29.00,0.0049,0.1218"
"30.00,0.0049,0.1976"
"31.00,0.0049,0.1877"
"32.00,0.0049,0.1783"
"33.00,0.0049,0.1694"
"34.00,0.0049,0.1609"
"35.00,0.0062,0.1529"
"36.00,0.0062,0.2107"
"37.00,0.0062,0.2008"
"38.00,0.0062,0.1907"
"39.00,0.0062,0.1806"
"40.00,0.0062,0.1716"
"41.00,0.0062,0.1630"
"42.00,0.0062,0.1548"
"43.00,0.0075,0.1471"
"44.00,0.0075,0.2052"
"45.00,0.0075,0.1949"
"46.00,0.0075,0.1852"
"47.00,0.0075,0.1759"
"48.00,0.0075,0.1671"
"49.00,0.0092,0.1587"
"50.00,0.0092,0.2326"
"51.00,0.0092,0.2210"
"52.00,0.0092,0.2099"
"53.00,0.0095,0.1994"
"54.00,0.0095,0.2040"
"55.00,0.0108,0.1963"
"56.00,0.0108,0.2513"
"57.00,0.0108,0.2387"
"58.00,0.0108,0.2268"
"59.00,0.0108,0.2154"
"60.00,0.0108,0.2047"
"61.00,0.0108,0.1944"
"62.00,0.0108,0.1847"
"63.00,0.0108,0.1755"
"64.00,0.0108,0.1667"
"65.00,0.0108,0.1584"
"66.00,0.0108,0.1504"
"67.00,0.0108,0.1429"
"68.00,0.0124,0.1358"
"69.00,0.0124,0.2108"
"70.00,0.0124,0.2003"
"71.00,0.0124,0.1903"
"72.00,0.0124,0.1807"
"73.00,0.0124,0.1717"
"74.00,0.0124,0.1631"
"75.00,0.0124,0.1550"
"76.00,0.0124,0.1472"
"77.00,0.0124,0.1399"
"78.00,0.0124,0.1329"
"79.00,0.0124,0.1262"
"80.00,0.0124,0.1199"
"81.00,0.0124,0.1139"
"82.00,0.0124,0.1082"
"83.00,0.0124,0.1028"
"84.00,0.0124,0.0977"
"85.00,0.0124,0.0928"
"86.00,0.0124,0.0881"
"87.00,0.0124,0.0837"
"88.00,0.0124,0.0796"
"89.00,0.0124,0.0756"
"90.00,0.0124,0.0718"
"91.00,0.0124,0.0682"
"92.00,0.0124,0.0648"
"93.00,0.0124,0.0616"
"94.00,0.0124,0.0585"
"95.00,0.0124,0.0556"
"96.00,0.0124,0.0528"
"97.00,0.0124,0.0501"
"98.00,0.0124,0.0476"
"99.00,0.0124,0.0452"
"100.00,0.0124,0.0430"
"101.00,0.0124,0.0408"
"102.00,0.0124,0.0388"
"103.00,0.0124,0.0369"
"104.00,0.0124,0.0350"
"105.00,0.0124,0.0333"
"106.00,0.0124,0.0316"
"107.00,0.0124,0.0300"
"108.00,0.0124,0.0285"
"109.00,0.0124,0.0271"
"110.00,0.0124,0.0257"
"111.00,0.0124,0.0245"
"112.00,0.0124,0.0232"
"113.00,0.0121,0.0221"
"114.00,0.0124,0.0052"
"115.00,0.0124,0.0195"
"116.00,0.0124,0.0197"
"117.00,0.0124,0.0194"
"118.00,0.0124,0.0165"
"119.00,0.0124,0.0169"
