"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0000,-0.0146"
"2.00,0.0000,-0.0037"
"3.00,0.0000,-0.0028"
"4.00,0.0000,-0.0026"
"5.00,0.0075,-0.0025"
"6.00,0.0245,0.3740"
"7.00,0.0475,1.2061"
"8.00,0.0723,2.2912"
"9.00,0.0982,3.4202"
"10.00,0.1260,4.5427"
"11.00,0.1535,5.7047"
"12.00,0.1813,6.7948"
"13.00,0.2058,7.8442"
"14.00,0.2320,8.6809"
"15.00,0.2595,9.5558"
"16.00,0.2854,10.4525"
"17.00,0.3115,11.2244"
"18.00,0.3374,11.9703"
"19.00,0.3652,12.6645"
"20.00,0.3930,13.4221"
"21.00,0.4189,14.1398"
"22.00,0.4451,14.7295"
"23.00,0.4709,15.3000"
"24.00,0.4990,15.8276"
"25.00,0.5246,16.4413"
"26.00,0.5508,16.8999"
"27.00,0.5769,17.3617"
"28.00,0.6031,17.8026"
"29.00,0.6293,18.2215"
"30.00,0.6552,18.6195"
"31.00,0.6813,18.9811"
"32.00,0.7072,19.3411"
"33.00,0.7350,19.6667"
"34.00,0.7611,20.0742"
"35.00,0.7857,20.3770"
"36.00,0.8116,20.5878"
"37.00,0.8361,20.8537"
"38.00,0.8640,21.0356"
"39.00,0.8885,21.3747"
"40.00,0.9130,21.5331"
"41.00,0.9405,21.6837"
"42.00,0.9653,21.9739"
"43.00,0.9897,22.1160"
"44.00,1.0161,22.2267"
"45.00,1.0404,22.4350"
"46.00,1.0665,22.5299"
"47.00,1.0894,22.7065"
"48.00,1.1143,22.7196"
"49.00,1.1399,22.8272"
"50.00,1.1647,22.9651"
"51.00,1.1908,23.0574"
"52.00,1.2154,23.2104"
"53.00,1.2400,23.2802"
"54.00,1.2645,23.3434"
"55.00,1.2891,23.4035"
"56.00,1.3120,23.4605"
"57.00,1.3381,23.4329"
"58.00,1.3627,23.5702"
"59.00,1.3872,23.6189"
"60.00,1.4101,23.6652"
"61.00,1.4347,23.6273"
"62.00,1.4592,23.6731"
"63.00,1.4838,23.7167"
"64.00,1.5083,23.7580"
"65.00,1.5345,23.7974"
"66.00,1.5574,23.9165"
"67.00,1.5836,23.8660"
"68.00,1.6065,23.9818"
"69.00,1.6310,23.9281"
"70.00,1.6556,23.9589"
"71.00,1.6801,23.9882"
"72.00,1.7050,24.0159"
"73.00,1.7324,24.0587"
"74.00,1.7557,24.2283"
"75.00,1.7799,24.1805"
"76.00,1.8048,24.1824"
"77.00,1.8275,24.2168"
"78.00,1.8535,24.1410"
"79.00,1.8781,24.2329"
"80.00,1.9030,24.2505"
"81.00,1.9272,24.2836"
"82.00,1.9534,24.2802"
