"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0001,0.0134"
"2.00,0.0001,0.0052"
"3.00,-0.0001,0.0099"
"4.00,0.0001,0.0044"
"5.00,0.0140,0.0092"
"6.00,0.0338,0.7073"
"7.00,0.0566,1.6588"
"8.00,0.0828,2.7161"
"9.00,0.1089,3.8945"
"10.00,0.1365,5.0036"
"11.00,0.1626,6.1331"
"12.00,0.1886,7.1302"
"13.00,0.2163,8.0717"
"14.00,0.2422,9.0535"
"15.00,0.2699,9.8989"
"16.00,0.2946,10.7894"
"17.00,0.3223,11.4825"
"18.00,0.3499,12.2938"
"19.00,0.3773,13.0591"
"20.00,0.4036,13.7750"
"21.00,0.4309,14.4009"
"22.00,0.4589,15.0497"
"23.00,0.4866,15.6937"
"24.00,0.5125,16.2941"
"25.00,0.5402,16.7778"
"26.00,0.5662,17.3240"
"27.00,0.5952,17.7563"
"28.00,0.6232,18.3189"
"29.00,0.6505,18.7996"
"30.00,0.6768,19.2282"
"31.00,0.7042,19.5818"
"32.00,0.7318,19.9711"
"33.00,0.7595,20.3531"
"34.00,0.7855,20.7202"
"35.00,0.8148,20.9830"
"36.00,0.8424,21.4003"
"37.00,0.8685,21.7109"
"38.00,0.8961,21.9282"
"39.00,0.9221,22.2125"
"40.00,0.9514,22.4046"
"41.00,0.9758,22.7470"
"42.00,1.0051,22.8304"
"43.00,1.0324,23.1516"
"44.00,1.0571,23.3621"
"45.00,1.0831,23.4276"
"46.00,1.1108,23.5587"
"47.00,1.1371,23.7619"
"48.00,1.1631,23.8925"
"49.00,1.1892,23.9972"
"50.00,1.2168,24.0997"
"51.00,1.2428,24.2759"
"52.00,1.2688,24.3643"
"53.00,1.2949,24.4456"
"54.00,1.3209,24.5255"
"55.00,1.3472,24.5987"
"56.00,1.3732,24.6873"
"57.00,1.3993,24.7525"
"58.00,1.4240,24.8169"
"59.00,1.4497,24.8102"
"60.00,1.4760,24.8554"
"61.00,1.4988,24.9287"
"62.00,1.5251,24.8205"
"63.00,1.5495,24.8957"
"64.00,1.5771,24.8709"
"65.00,1.6015,25.0090"
"66.00,1.6262,24.9785"
"67.00,1.6526,24.9641"
"68.00,1.6769,25.0340"
"69.00,1.7016,25.0005"
"70.00,1.7260,24.9866"
"71.00,1.7507,24.9556"
"72.00,1.7767,24.9439"
"73.00,1.8011,24.9968"
"74.00,1.8242,24.9666"
"75.00,1.8489,24.8713"
"76.00,1.8733,24.8637"
"77.00,1.8980,24.8390"
"78.00,1.9224,24.8329"
"79.00,1.9471,24.8098"
"80.00,1.9731,24.8051"
"81.00,1.9962,24.8653"
"82.00,2.0205,24.7760"
"83.00,2.0420,24.7559"
"84.00,2.0667,24.5901"
"85.00,2.0927,24.5957"
"86.00,2.1141,24.6670"
"87.00,2.1389,24.5052"
"88.00,2.1649,24.5155"
"89.00,2.1880,24.5904"
"90.00,2.2123,24.5186"
"91.00,2.2354,24.5076"
"92.00,2.2599,24.4372"
"93.00,2.2845,24.4384"
"94.00,2.3078,24.4464"
"95.00,2.3321,24.3886"
"96.00,2.3566,24.3882"
"97.00,2.3806,24.3933"
"98.00,2.4054,24.3707"
"99.00,2.4288,24.3932"
"100.00,2.4534,24.3433"
"101.00,2.4793,24.3563"
"102.00,2.5024,24.4336"
"103.00,2.5270,24.3658"
"104.00,2.5531,24.3782"
"105.00,2.5762,24.4648"
"106.00,2.6008,25.6274"
"107.00,2.6266,25.6353"
"108.00,2.6512,25.5830"
"109.00,2.6756,25.5266"
"110.00,2.7005,25.4928"
"111.00,2.7248,25.4334"
"112.00,2.7526,25.5546"
"113.00,2.7772,25.5031"
"114.00,2.8017,25.4551"
"115.00,2.8279,25.4914"
"116.00,2.8538,25.5095"
"117.00,2.8783,25.4612"
"118.00,2.9046,25.5035"
"119.00,2.9307,25.5301"
"120.00,2.9565,25.5471"
"121.00,2.9827,25.5788"
"122.00,3.0086,25.5925"
"123.00,3.0314,25.4591"
"124.00,3.0609,25.6563"
"125.00,3.0868,25.6686"
"126.00,3.1129,25.6934"
"127.00,3.1404,25.7832"
"128.00,-3.1151,25.8794"
"129.00,-3.0906,25.8064"
"130.00,-3.0627,25.9145"
"131.00,-3.0380,25.8494"
"132.00,-3.0107,25.9205"
"133.00,-2.9845,25.9409"
"134.00,-2.9585,25.9400"
"135.00,-2.9292,26.1048"
"136.00,-2.9033,26.0994"
"137.00,-2.8756,26.1775"
"138.00,-2.8493,26.1853"
"139.00,-2.8232,24.8739"
"140.00,-2.7974,24.9348"
"141.00,-2.7695,24.9824"
"142.00,-2.7404,25.1235"
"143.00,-2.7146,25.3236"
"144.00,-2.6865,25.3508"
"145.00,-2.6606,25.4885"
"146.00,-2.6331,25.5087"
"147.00,-2.6069,25.6070"
"148.00,-2.5791,25.6364"
"149.00,-2.5499,25.7432"
"150.00,-2.5241,25.9146"
"151.00,-2.4963,25.9115"
"152.00,-2.4704,26.0044"
"153.00,-2.4442,25.9993"
"154.00,-2.4148,26.0083"
"155.00,-2.3889,26.1780"
