"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0000,0.0039"
"2.00,0.0002,-0.0047"
"3.00,0.0001,0.0018"
"4.00,0.0002,-0.0025"
"5.00,0.0046,0.2309"
"6.00,0.0201,0.9843"
"7.00,0.0399,1.9318"
"8.00,0.0630,2.9820"
"9.00,0.0876,4.0751"
"10.00,0.1120,5.0816"
"11.00,0.1396,6.2060"
"12.00,0.1644,7.1412"
"13.00,0.1887,8.0059"
"14.00,0.2148,8.8979"
"15.00,0.2377,9.6042"
"16.00,0.2640,10.4439"
"17.00,0.2885,11.1323"
"18.00,0.3130,11.8085"
"19.00,0.3377,12.4562"
"20.00,0.3621,13.0460"
"21.00,0.3867,13.6354"
"22.00,0.4113,14.1700"
"23.00,0.4360,14.7050"
"24.00,0.4604,15.1915"
"25.00,0.4851,15.6610"
"26.00,0.5111,16.1850"
"27.00,0.5356,16.5924"
"28.00,0.5601,16.9896"
"29.00,0.5831,17.2964"
"30.00,0.6075,17.6445"
"31.00,0.6322,18.0037"
"32.00,0.6566,18.3166"
"33.00,0.6800,18.5766"
"34.00,0.7057,18.9263"
"35.00,0.7304,19.2213"
"36.00,0.7535,19.4079"
"37.00,0.7765,19.5970"
"38.00,0.8010,19.8288"
"39.00,0.8258,20.0940"
"40.00,0.8484,20.2053"
"41.00,0.8731,20.4376"
"42.00,0.8991,20.7109"
"43.00,0.9222,20.8346"
"44.00,0.9466,21.0063"
"45.00,0.9700,21.1314"
"46.00,0.9943,21.2884"
"47.00,1.0190,21.4648"
"48.00,1.0418,21.5233"
"49.00,1.0649,21.6062"
"50.00,1.0912,21.8458"
"51.00,1.1141,21.8895"
"52.00,1.1402,22.1025"
"53.00,1.1632,22.1536"
"54.00,1.1877,22.2639"
"55.00,1.2122,22.3762"
"56.00,1.2369,22.4955"
"57.00,1.2630,22.6785"
"58.00,1.2859,22.6821"
"59.00,1.3103,22.7733"
"60.00,1.3351,22.8728"
"61.00,1.3612,23.0370"
"62.00,1.3857,23.1046"
"63.00,1.4101,23.1745"
"64.00,1.4348,23.2462"
"65.00,1.4608,23.3897"
"66.00,1.4852,23.4343"
"67.00,1.5100,23.5028"
"68.00,1.5361,23.6367"
"69.00,1.5621,23.7499"
"70.00,1.6127,23.8035"
"71.00,1.6375,23.9041"
"72.00,1.6634,23.9489"
"73.00,1.6909,24.0486"
"74.00,1.7155,24.2197"
"75.00,1.7417,24.2368"
"76.00,1.7662,24.3349"
"77.00,1.7940,24.3436"
"78.00,1.8182,24.5190"
"79.00,1.8461,24.5022"
"80.00,1.8748,24.6695"
"81.00,1.8997,24.8744"
"82.00,1.9259,24.8758"
"83.00,1.9534,24.9410"
"84.00,1.9776,25.0677"
"85.00,2.0054,25.0237"
"86.00,2.0316,25.1648"
"87.00,2.0591,25.2155"
"88.00,2.0869,25.3292"
"89.00,2.1128,25.4536"
"90.00,2.1406,25.4742"
"91.00,2.1684,25.5901"
"92.00,2.1942,25.7026"
"93.00,2.1942,25.7101"
"94.00,2.2191,24.4240"
"95.00,2.2452,24.4475"
"96.00,2.2741,24.5298"
"97.00,2.3017,24.7475"
"98.00,2.3296,26.2754"
"99.00,2.3556,26.2803"
"100.00,2.3834,26.3475"
"101.00,2.4093,26.3228"
"102.00,2.4383,26.4629"
"103.00,2.4648,26.4495"
"104.00,2.4919,26.5055"
"105.00,2.5199,26.5515"
"106.00,2.5459,26.5416"
"107.00,2.5717,26.5180"
"108.00,2.6010,26.6290"
"109.00,2.6287,26.6968"
"110.00,2.6562,26.7473"
"111.00,2.6822,26.6834"
"112.00,2.7102,26.7647"
"113.00,2.7361,26.7300"
"114.00,2.7600,26.5789"
"115.00,2.7894,26.7172"
"116.00,2.8186,26.8421"
"117.00,2.8450,26.8244"
"118.00,2.8722,26.8522"
"119.00,2.8987,26.8152"
"120.00,2.9246,26.7868"
"121.00,2.9507,26.7367"
"122.00,2.9783,26.7941"
"123.00,3.0044,26.7437"
"124.00,3.0319,26.8006"
"125.00,3.0597,26.8318"
"126.00,3.0858,26.8024"
"127.00,3.1134,26.8586"
"128.00,3.1393,26.7803"
"129.00,-3.1176,26.7783"
"130.00,-3.0931,26.6472"
"131.00,-3.0669,26.6323"
"132.00,-3.0392,26.6957"
"133.00,-3.0130,26.6615"
"134.00,-2.9872,26.6211"
"135.00,-2.9610,26.5990"
"136.00,-2.9348,26.5781"
"137.00,-2.9103,26.4764"
"138.00,-2.8857,26.3798"
"139.00,-2.8600,26.3535"
"140.00,-2.8324,26.4021"
"141.00,-2.8062,26.3991"
"142.00,-2.7800,26.3882"
"143.00,-2.7556,26.2796"
"144.00,-2.7309,26.2172"
"145.00,-2.7048,26.2074"
"146.00,-2.6802,26.1242"
"147.00,-2.6540,26.1270"
"148.00,-2.6295,26.0479"
"149.00,-2.6049,25.9727"
"150.00,-2.5792,25.9667"
"151.00,-2.5528,25.9697"
"152.00,-2.5302,25.8320"
"153.00,-2.5024,25.8995"
"154.00,-2.4777,25.8579"
"155.00,-2.4516,25.8718"
"156.00,-2.4258,25.8470"
"157.00,-2.4025,25.7478"
"158.00,-2.3782,25.6563"
"159.00,-2.3535,25.6082"
"160.00,-2.3276,25.6442"
"161.00,-2.3029,25.5744"
"162.00,-2.2767,25.6121"
"163.00,-2.2523,25.5423"
"164.00,-2.2278,25.5160"
"165.00,-2.2018,25.5183"
"166.00,-2.1800,25.3296"
"167.00,-2.1523,25.4611"
"168.00,-2.1296,25.3263"
"169.00,-2.1036,25.3456"
"170.00,-2.0774,25.3944"
"171.00,-2.0516,25.4173"
"172.00,-2.0283,25.3082"
"173.00,-2.0025,25.3354"
"174.00,-1.9776,25.3122"
"175.00,-1.9534,25.2574"
"176.00,-1.9272,25.3036"
"177.00,-1.9023,25.2820"
"178.00,-1.8765,25.3106"
"179.00,-1.8519,25.2722"
"180.00,-1.8257,25.3176"
"181.00,-1.8028,25.1971"
"182.00,-1.7737,25.3936"
"183.00,-1.7492,25.3511"
"184.00,-1.7230,25.3925"
"185.00,-1.6984,25.3501"
"186.00,-1.6725,25.3752"
"187.00,-1.6461,25.4383"
"188.00,-1.6199,25.4689"
"189.00,-1.5942,25.4881"
"190.00,-1.5677,25.5164"
"191.00,-1.5418,25.5623"
"192.00,-1.5157,25.5642"
"193.00,-1.4880,25.6894"
"194.00,-1.4618,25.7077"
"195.00,-1.4357,25.7313"
"196.00,-1.4098,25.7374"
"197.00,-1.3836,25.7595"
"198.00,-1.3563,25.8460"
"199.00,-1.3303,25.8403"
"200.00,-1.3041,25.8634"
"201.00,-1.2749,26.0265"
"202.00,-1.2485,26.0564"
"203.00,-1.2227,26.0404"
"204.00,-1.1950,26.1070"
"205.00,-1.1691,26.1223"
"206.00,-1.1430,26.0973"
"207.00,-1.1153,26.1947"
"208.00,-1.0863,26.3355"
"209.00,-1.0600,26.3221"
"210.00,-1.0325,26.3861"
"211.00,-1.0049,26.4413"
"212.00,-0.9789,26.4338"
"213.00,-0.9525,26.4101"
"214.00,-0.9253,26.4750"
"215.00,-0.8975,26.5148"
"216.00,-0.8695,26.6071"
"217.00,-0.8420,26.6458"
"218.00,-0.8146,26.6880"
"219.00,-0.7870,26.7228"
"220.00,-0.7625,26.6191"
"221.00,-0.7333,26.7444"
"222.00,-0.7057,26.8032"
"223.00,-0.6780,26.8272"
"224.00,-0.6520,26.8051"
"225.00,-0.6244,26.8291"
"226.00,-0.5969,26.8672"
"227.00,-0.5707,26.8329"
"228.00,-0.5429,26.8820"
"229.00,-0.5140,26.9779"
"230.00,-0.4860,27.0410"
"231.00,-0.4602,26.9768"
"232.00,-0.4342,26.9158"
"233.00,-0.4062,26.9812"
"234.00,-0.3786,27.0074"
"235.00,-0.3512,27.0315"
"236.00,-0.3253,26.9680"
"237.00,-0.2975,27.0150"
"238.00,-0.2716,26.9569"
"239.00,-0.2454,26.9180"
"240.00,-0.2176,26.9630"
"241.00,-0.1917,26.9075"
"242.00,-0.1640,26.9573"
"243.00,-0.1396,26.8115"
"244.00,-0.1102,26.9632"
"245.00,-0.0844,26.8882"
"246.00,-0.0583,26.8571"
"247.00,-0.0340,26.7250"
