"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.5503,0.0237"
"2.00,-0.5497,-0.0237"
"3.00,-0.5502,0.0091"
"4.00,-0.5467,-0.0169"
"5.00,-0.5332,0.1598"
"6.00,-0.5130,0.8269"
"7.00,-0.4903,1.7958"
"8.00,-0.4668,2.8393"
"9.00,-0.4425,3.8711"
"10.00,-0.4161,4.8928"
"11.00,-0.3921,5.9691"
"12.00,-0.3670,6.8696"
"13.00,-0.3398,7.7814"
"14.00,-0.3117,8.7552"
"15.00,-0.2861,9.7198"
"16.00,-0.2597,10.5150"
"17.00,-0.2341,11.3097"
"18.00,-0.2073,12.0255"
"19.00,-0.1820,12.7609"
"20.00,-0.1553,13.3879"
"21.00,-0.1284,14.0551"
"22.00,-0.0987,14.6993"
"23.00,-0.0727,15.4480"
"24.00,-0.0463,15.9737"
"25.00,-0.0207,16.4949"
"26.00,0.0086,16.9520"
"27.00,0.0346,17.5714"
"28.00,0.0623,17.9912"
"29.00,0.0896,18.4767"
"30.00,0.1163,18.9168"
"31.00,0.1433,19.3068"
"32.00,0.1716,19.6892"
"33.00,0.1986,20.1222"
"34.00,0.2236,20.4640"
"35.00,0.2526,20.6945"
"36.00,0.2819,21.1060"
"37.00,0.3092,21.5169"
"38.00,0.3339,21.8057"
"39.00,0.3612,21.9524"
"40.00,0.3876,22.2195"
"41.00,0.4149,22.4272"
"42.00,0.4432,22.6707"
"43.00,0.4718,22.9539"
"44.00,0.4982,23.2367"
"45.00,0.5222,23.3932"
"46.00,0.5501,23.4251"
"47.00,0.5747,23.6493"
"48.00,0.6022,23.6941"
"49.00,0.6288,23.8838"
"50.00,0.6544,24.0195"
"51.00,0.6841,24.1022"
"52.00,0.7094,24.3786"
"53.00,0.7361,24.4272"
"54.00,0.7615,24.5399"
"55.00,0.7881,24.5806"
"56.00,0.8125,24.6855"
"57.00,0.8385,24.6699"
"58.00,0.8664,24.7333"
"59.00,0.8920,24.8916"
"60.00,0.9187,24.9314"
"61.00,0.9441,25.0184"
"62.00,0.9707,25.0357"
"63.00,0.9948,25.1173"
"64.00,1.0215,25.0643"
"65.00,1.0488,25.1444"
"66.00,1.0735,25.2538"
"67.00,1.0963,25.2261"
"68.00,1.1242,25.1025"
"69.00,1.1483,25.2458"
"70.00,1.1733,25.1868"
"71.00,1.1990,25.1785"
"72.00,1.2237,25.2048"
"73.00,1.2497,25.1791"
"74.00,1.2757,25.2219"
"75.00,1.2989,25.2571"
"76.00,1.3231,25.1560"
"77.00,1.3497,25.1090"
"78.00,1.3741,25.1824"
"79.00,1.3984,25.1436"
"80.00,1.4220,25.1007"
"81.00,1.4490,25.0271"
"82.00,1.4737,25.1272"
"83.00,1.4970,25.1014"
"84.00,1.5227,25.0113"
"85.00,1.5477,25.0469"
"86.00,1.5709,25.0445"
"87.00,1.5950,24.9525"
"88.00,1.6183,24.9125"
"89.00,1.6441,24.8318"
"90.00,1.6691,24.8797"
"91.00,1.6932,24.8824"
"92.00,1.7165,24.8461"
"93.00,1.7423,24.7685"
"94.00,1.7672,24.8198"
"95.00,1.7898,24.8253"
"96.00,1.8163,24.7101"
"97.00,1.8405,24.8029"
"98.00,1.8654,24.7708"
"99.00,1.8899,24.7786"
"100.00,1.9145,24.7641"
"101.00,1.9390,24.7558"
"102.00,1.9636,24.7425"
"103.00,1.9864,24.7353"
"104.00,2.0110,24.6413"
"105.00,2.0372,24.6390"
"106.00,2.0618,24.7135"
"107.00,2.0862,24.7075"
"108.00,2.1108,24.6969"
"109.00,2.1353,24.6917"
"110.00,2.1599,24.6819"
"111.00,2.1844,24.6774"
"112.00,2.2103,24.6684"
"113.00,2.2365,24.7299"
"114.00,2.2610,24.8002"
"115.00,2.2869,24.7896"
"116.00,2.3118,24.8406"
"117.00,2.3359,24.8443"
"118.00,2.3609,24.8107"
"119.00,2.3867,24.8159"
"120.00,2.4145,24.8657"
"121.00,2.4387,25.0152"
"122.00,2.4666,24.9733"
"123.00,2.4911,25.1175"
"124.00,2.5173,25.0878"
"125.00,2.5418,25.1424"
"126.00,2.5680,25.1125"
"127.00,2.5942,25.1659"
"128.00,2.6217,25.2166"
"129.00,2.6475,25.3303"
"130.00,2.6753,25.3556"
"131.00,2.6999,25.4803"
"132.00,2.7274,25.4318"
"133.00,2.7535,25.5363"
"134.00,2.7797,25.5670"
"135.00,2.8085,25.5991"
"136.00,2.8350,25.7576"
"137.00,2.8609,25.7966"
"138.00,2.8871,25.7980"
"139.00,2.9146,25.8185"
"140.00,2.9407,25.9013"
"141.00,2.9685,25.9153"
"142.00,2.9973,26.0103"
"143.00,3.0252,26.1491"
"144.00,3.0494,26.2337"
"145.00,3.0494,26.1317"
"146.00,3.0758,26.1571"
"147.00,3.1019,26.1320"
"148.00,3.1298,26.2369"
"149.00,-3.1262,26.2838"
"150.00,-3.0984,26.3447"
"151.00,-3.0706,26.4279"
"152.00,-3.0433,26.4864"
"153.00,-2.9890,26.4186"
"154.00,-2.9621,26.5403"
"155.00,-2.9358,26.5578"
"156.00,-2.9094,26.5485"
"157.00,-2.8835,26.5394"
"158.00,-2.8548,26.5067"
"159.00,-2.8267,26.6174"
"160.00,-2.7992,26.6913"
"161.00,-2.7733,26.7312"
"162.00,-2.7451,26.6898"
"163.00,-2.7195,26.7645"
"164.00,-2.6900,26.7098"
"165.00,-2.6647,26.8469"
"166.00,-2.6378,26.7718"
"167.00,-2.6110,26.7766"
"168.00,-2.5842,26.7779"
"169.00,-2.5568,26.7779"
"170.00,-2.5305,26.8090"
"171.00,-2.5028,26.7820"
"172.00,-2.4770,26.8293"
"173.00,-2.4508,26.7805"
"174.00,-2.4249,26.7505"
"175.00,-2.3971,26.7056"
"176.00,-2.3731,26.7611"
"177.00,-2.3462,26.6253"
"178.00,-2.3194,26.6366"
"179.00,-2.2925,26.6457"
"180.00,-2.2657,26.6559"
"181.00,-2.2409,26.6642"
"182.00,-2.2144,26.5709"
"183.00,-2.1904,26.5677"
"184.00,-2.1624,26.4376"
"185.00,-2.1379,26.5191"
"186.00,-2.1103,26.4162"
"187.00,-2.0861,26.4740"
"188.00,-2.0596,26.3651"
"189.00,-2.0335,26.3682"
"190.00,-2.0093,26.3547"
"191.00,-1.9844,26.2478"
"192.00,-1.9582,26.1830"
"193.00,-1.9355,26.1829"
"194.00,-1.9079,26.0071"
"195.00,-1.8833,26.0892"
"196.00,-1.8588,26.0119"
"197.00,-1.8342,25.9385"
"198.00,-1.8097,25.8688"
"199.00,-1.7851,25.8026"
"200.00,-1.7602,25.7436"
"201.00,-1.7362,25.7000"
"202.00,-1.7099,25.6141"
"203.00,-1.6870,25.6502"
"204.00,-1.6608,25.5131"
"205.00,-1.6395,25.5465"
"206.00,-1.6129,25.3327"
"207.00,-1.5884,25.3952"
"208.00,-1.5644,25.3526"
"209.00,-1.5397,25.2845"
"210.00,-1.5135,25.2550"
"211.00,-1.4906,25.3013"
"212.00,-1.4661,25.1816"
"213.00,-1.4415,25.1498"
"214.00,-1.4166,25.1231"
"215.00,-1.3926,25.1105"
"216.00,-1.3708,25.0549"
"217.00,-1.3446,24.8894"
"218.00,-1.3200,24.9575"
"219.00,-1.2940,24.9369"
"220.00,-1.2710,24.9918"
"221.00,-1.2466,24.8948"
"222.00,-1.2219,24.8702"
"223.00,-1.1975,24.8609"
"224.00,-1.1728,24.8380"
"225.00,-1.1497,24.8303"
"226.00,-1.1237,24.7436"
"227.00,-1.0976,24.8060"
"228.00,-1.0746,24.8678"
"229.00,-1.0486,24.7767"
"230.00,-1.0239,24.8400"
"231.00,-0.9995,24.8320"
"232.00,-0.9736,24.8075"
"233.00,-0.9474,24.8665"
"234.00,-0.9228,24.9322"
"235.00,-0.8983,24.9128"
"236.00,-0.8737,24.8944"
"237.00,-0.8475,24.8768"
