"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0121,0.0004"
"2.00,0.0123,0.0112"
"3.00,0.0122,0.0185"
"4.00,0.0122,0.0176"
"5.00,0.0180,0.0106"
"6.00,0.0258,0.3138"
"7.00,0.0382,0.6768"
"8.00,0.0503,1.2648"
"9.00,0.0640,1.8069"
"10.00,0.0781,2.4039"
"11.00,0.0918,2.9872"
"12.00,0.1056,3.5251"
"13.00,0.1177,4.0361"
"14.00,0.1334,4.4427"
"15.00,0.1470,4.9975"
"16.00,0.1607,5.4289"
"17.00,0.1747,5.8536"
"18.00,0.1884,6.2507"
"19.00,0.2021,6.6254"
"20.00,0.2146,6.9813"
"21.00,0.2283,7.2540"
"22.00,0.2421,7.5786"
"23.00,0.2577,7.8898"
"24.00,0.2701,8.2723"
"25.00,0.2838,8.4805"
"26.00,0.2976,8.7437"
"27.00,0.3092,8.9880"
"28.00,0.3252,9.1363"
"29.00,0.3389,9.4675"
"30.00,0.3540,9.6813"
"31.00,0.3664,9.9499"
"32.00,0.3804,10.0771"
"33.00,0.3941,10.2685"
"34.00,0.4078,10.4367"
"35.00,0.4218,10.6105"
"36.00,0.4355,10.7699"
"37.00,0.4492,10.9186"
"38.00,0.4633,11.0599"
"39.00,0.4770,11.2105"
"40.00,0.4891,11.3372"
"41.00,0.5048,11.3785"
"42.00,0.5185,11.5868"
"43.00,0.5318,11.6893"
"44.00,0.5461,11.7838"
"45.00,0.5598,11.9010"
"46.00,0.5752,11.9932"
"47.00,0.5873,12.1625"
"48.00,0.6030,12.1625"
"49.00,0.6167,12.3317"
"50.00,0.6287,12.3970"
"51.00,0.6427,12.3905"
"52.00,0.6564,12.4611"
"53.00,0.6701,12.5252"
"54.00,0.6839,12.5862"
"55.00,0.6982,12.6467"
"56.00,0.7132,12.7263"
"57.00,0.7268,12.8375"
"58.00,0.7408,12.8906"
"59.00,0.7545,12.9362"
"60.00,0.7683,12.9766"
"61.00,0.7807,13.0150"
"62.00,0.7961,12.9860"
"63.00,0.8082,13.1058"
"64.00,0.8222,13.0584"
"65.00,0.8362,13.1011"
"66.00,0.8500,13.1497"
"67.00,0.8637,13.1794"
"68.00,0.8757,13.2028"
"69.00,0.8914,13.1554"
"70.00,0.9064,13.2697"
"71.00,0.9207,13.3613"
"72.00,0.9344,13.4053"
"73.00,0.9482,13.4223"
"74.00,0.9619,13.4384"
"75.00,0.9739,13.4489"
"76.00,0.9879,13.3891"
"77.00,1.0016,13.4099"
"78.00,1.0157,13.4267"
"79.00,1.0278,13.4589"
"80.00,1.0432,13.3914"
"81.00,1.0553,13.4909"
"82.00,1.0709,13.4241"
"83.00,1.0830,13.5305"
"84.00,1.0980,13.4548"
"85.00,1.1123,13.5416"
"86.00,1.1260,13.5713"
"87.00,1.1381,13.5800"
"88.00,1.1518,13.5064"
"89.00,1.1662,13.5206"
"90.00,1.1782,13.5568"
"91.00,1.1920,13.4844"
"92.00,1.2060,13.4974"
"93.00,1.2198,13.5261"
"94.00,1.2335,13.5370"
"95.00,1.2472,13.5430"
"96.00,1.2612,13.5597"
"97.00,1.2732,13.5722"
"98.00,1.2870,13.4990"
"99.00,1.3011,13.5113"
"100.00,1.3132,13.5393"
"101.00,1.3285,13.4678"
"102.00,1.3409,13.5656"
"103.00,1.3546,13.5015"
"104.00,1.3683,13.5094"
"105.00,1.3823,13.5275"
"106.00,1.3960,13.5417"
"107.00,1.4084,13.5519"
"108.00,1.4221,13.4961"
"109.00,1.4346,13.5085"
"110.00,1.4483,13.4548"
"111.00,1.4621,13.4693"
"112.00,1.4742,13.4831"
"113.00,1.4882,13.4164"
"114.00,1.5035,13.4417"
"115.00,1.5155,13.5346"
"116.00,1.5282,13.4693"
"117.00,1.5418,13.4231"
"118.00,1.5555,13.4277"
"119.00,1.5694,13.4496"
"120.00,1.5818,13.4678"
"121.00,1.5956,13.4162"
"122.00,1.6077,13.4326"
"123.00,1.6231,13.3664"
"124.00,1.6354,13.4691"
