"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0001,0.0178"
"2.00,-0.0004,0.0001"
"3.00,-0.0003,-0.0154"
"4.00,-0.0003,-0.0130"
"5.00,-0.0003,-0.0123"
"6.00,0.0075,-0.0117"
"7.00,0.0183,0.3816"
"8.00,0.0321,0.9033"
"9.00,0.0458,1.5454"
"10.00,0.0596,2.1529"
"11.00,0.0720,2.7341"
"12.00,0.0874,3.2200"
"13.00,0.0995,3.8280"
"14.00,0.1132,4.2397"
"15.00,0.1286,4.7165"
"16.00,0.1410,5.2497"
"17.00,0.1548,5.6090"
"18.00,0.1669,6.0158"
"19.00,0.1823,6.3204"
"20.00,0.1964,6.7735"
"21.00,0.2101,7.1391"
"22.00,0.2235,7.4693"
"23.00,0.2376,7.7647"
"24.00,0.2513,8.0814"
"25.00,0.2634,8.3646"
"26.00,0.2791,8.5518"
"27.00,0.2913,8.9096"
"28.00,0.3066,9.0695"
"29.00,0.3204,9.3851"
"30.00,0.3345,9.6037"
"31.00,0.3478,9.8271"
"32.00,0.3603,10.0048"
"33.00,0.3757,10.1275"
"34.00,0.3878,10.3902"
"35.00,0.4032,10.4761"
"36.00,0.4173,10.7214"
"37.00,0.4173,10.8894"
"38.00,0.4296,10.3450"
"39.00,0.4437,10.4451"
"40.00,0.4587,10.6254"
"41.00,0.4708,10.8485"
"42.00,0.4865,10.9097"
"43.00,0.5000,11.1497"
"44.00,0.5140,11.2648"
"45.00,0.5278,11.4028"
"46.00,0.5399,11.5223"
"47.00,0.5552,11.5497"
"48.00,0.5677,11.7413"
"49.00,0.5817,11.7779"
"50.00,0.5952,11.8900"
"51.00,0.6105,11.9691"
"52.00,0.6243,12.1370"
"53.00,0.6380,12.2201"
"54.00,0.6534,12.2942"
"55.00,0.6659,12.4486"
"56.00,0.6812,12.4500"
"57.00,0.6934,12.5937"
"58.00,0.7090,12.5724"
"59.00,0.7209,12.7262"
"60.00,0.7349,12.6820"
"61.00,0.7487,12.7492"
"62.00,0.7624,12.7989"
"63.00,0.7765,12.8486"
"64.00,0.7899,12.9066"
"65.00,0.8039,12.9354"
"66.00,0.8178,12.9889"
"67.00,0.8331,13.0300"
"68.00,0.8469,13.1442"
"69.00,0.8593,13.1776"
"70.00,0.8746,13.1380"
"71.00,0.8881,13.2501"
"72.00,0.9021,13.2611"
"73.00,0.9129,13.2990"
"74.00,0.9283,13.1740"
"75.00,0.9391,13.2844"
"76.00,0.9545,13.1610"
"77.00,0.9666,13.2720"
"78.00,0.9804,13.2138"
"79.00,0.9944,13.2403"
"80.00,1.0098,13.2819"
"81.00,1.0236,13.3869"
"82.00,1.0373,13.4047"
"83.00,1.0511,13.4218"
"84.00,1.0635,13.4379"
"85.00,1.0756,13.3878"
"86.00,1.0897,13.3238"
"87.00,1.1034,13.3612"
"88.00,1.1185,13.3804"
"89.00,1.1325,13.4641"
"90.00,1.1446,13.4944"
"91.00,1.1584,13.4252"
"92.00,1.1738,13.4411"
"93.00,1.1862,13.5381"
"94.00,1.2000,13.4830"
"95.00,1.2137,13.4961"
"96.00,1.2278,13.5085"
"97.00,1.2415,13.5367"
"98.00,1.2536,13.5471"
"99.00,1.2674,13.4751"
"100.00,1.2814,13.4886"
"101.00,1.2952,13.5178"
"102.00,1.3089,13.5291"
"103.00,1.3227,13.5399"
"104.00,1.3364,13.5502"
"105.00,1.3489,13.5599"
"106.00,1.3626,13.5036"
"107.00,1.3750,13.5157"
"108.00,1.3901,13.4617"
"109.00,1.4038,13.5413"
"110.00,1.4179,13.5515"
"111.00,1.4300,13.5775"
"112.00,1.4424,13.5040"
"113.00,1.4578,13.4506"
"114.00,1.4699,13.5471"
"115.00,1.4853,13.4752"
"116.00,1.4974,13.5705"
"117.00,1.5115,13.4974"
"118.00,1.5252,13.5261"
"119.00,1.5374,13.5370"
"120.00,1.5514,13.4656"
"121.00,1.5635,13.4959"
"122.00,1.5773,13.4265"
"123.00,1.5910,13.4424"
"124.00,1.6051,13.4576"
"125.00,1.6172,13.4883"
"126.00,1.6309,13.4193"
"127.00,1.6434,13.4355"
"128.00,1.6588,13.3855"
"129.00,1.6709,13.4853"
"130.00,1.6830,13.4165"
"131.00,1.6971,13.3511"
"132.00,1.7092,13.3871"
"133.00,1.7229,13.3232"
"134.00,1.7353,13.3442"
"135.00,1.7478,13.2988"
"136.00,1.7613,13.2557"
"137.00,1.7753,13.2692"
"138.00,1.7892,13.3039"
"139.00,1.8014,13.3368"
"140.00,1.8134,13.2769"
"141.00,1.8275,13.2170"
"142.00,1.8412,13.2567"
"143.00,1.8534,13.2818"
"144.00,1.8671,13.2294"
"145.00,1.8795,13.2512"
"146.00,1.8949,13.2104"
"147.00,1.9073,13.3190"
"148.00,1.9194,13.2694"
"149.00,1.9318,13.2129"
"150.00,1.9440,13.1724"
"151.00,1.9574,13.1231"
"152.00,1.9702,13.1394"
"153.00,1.9839,13.1190"
"154.00,1.9976,13.1518"
"155.00,2.0114,13.1793"
"156.00,2.0237,13.2081"
"157.00,2.0376,13.1619"
"158.00,2.0499,13.1986"
"159.00,2.0620,13.1567"
"160.00,2.0758,13.1043"
"161.00,2.0881,13.1380"
"162.00,2.1019,13.0940"
"163.00,2.1145,13.1299"
"164.00,2.1267,13.1027"
"165.00,2.1389,13.0564"
"166.00,2.1525,13.0165"
"167.00,2.1649,13.0437"
"168.00,2.1786,13.0151"
"169.00,2.1925,13.7516"
"170.00,2.2049,13.6676"
"171.00,2.2188,13.6897"
"172.00,2.2308,13.6015"
"173.00,2.2445,13.6086"
"174.00,2.2570,13.5500"
"175.00,2.2707,13.5597"
"176.00,2.2832,13.5035"
"177.00,2.2953,13.4373"
"178.00,2.3093,13.4655"
"179.00,2.3215,13.3976"
"180.00,2.3352,13.4150"
"181.00,2.3476,13.3660"
"182.00,2.3614,13.3849"
"183.00,2.3751,13.4029"
"184.00,2.3887,13.4200"
"185.00,2.4013,13.3583"
"186.00,2.4135,13.3118"
"187.00,2.4258,13.2680"
"188.00,2.4399,13.3047"
"189.00,2.4532,13.3103"
"190.00,2.4654,13.2378"
"191.00,2.4779,13.2136"
"192.00,2.4902,13.1747"
"193.00,2.5041,13.1873"
"194.00,2.5147,13.0872"
"195.00,2.5282,13.0845"
"196.00,2.5424,13.1551"
"197.00,2.5544,13.0850"
"198.00,2.5700,13.2175"
"199.00,2.5839,13.2548"
"200.00,2.5960,13.1941"
"201.00,2.6098,13.2216"
"202.00,2.6221,13.1857"
"203.00,2.6360,13.2069"
"204.00,2.6483,13.1750"
"205.00,2.6573,12.9514"
"206.00,2.6722,13.0632"
"207.00,2.6883,13.1997"
"208.00,2.7034,13.3045"
"209.00,2.7158,13.2577"
"210.00,2.7295,13.2820"
"211.00,2.7420,13.2397"
"212.00,2.7570,13.3304"
"213.00,2.7695,13.2857"
"214.00,2.7819,13.2432"
"215.00,2.7956,13.2683"
"216.00,2.8078,13.2103"
"217.00,2.8202,13.1715"
"218.00,2.8339,13.2002"
"219.00,2.8460,13.1456"
"220.00,2.8617,13.2737"
"221.00,2.8755,13.2973"
"222.00,2.8876,13.2378"
"223.00,2.9013,13.2632"
"224.00,2.9138,13.2218"
"225.00,2.9275,13.2480"
"226.00,2.9413,13.2728"
"227.00,2.9553,13.3127"
"228.00,2.9691,13.3343"
"229.00,2.9828,13.3548"
"230.00,2.9966,13.3743"
"231.00,3.0103,13.3928"
"232.00,3.0225,13.3255"
"233.00,3.0378,13.4345"
"234.00,3.0519,13.4633"
"235.00,3.0656,13.4773"
"236.00,3.0794,13.4907"
"237.00,3.0931,13.5034"
"238.00,3.1056,13.4500"
"239.00,3.1206,13.5302"
"240.00,3.1330,13.4754"
"241.00,-3.1363,13.4889"
"242.00,-3.1226,13.5102"
"243.00,-3.1089,13.5104"
"244.00,-3.0949,13.5361"
"245.00,-3.0810,13.5604"
"246.00,-3.0674,13.5527"
"247.00,-3.0553,13.4974"
"248.00,-3.0398,13.5772"
"249.00,-3.0258,13.6108"
"250.00,-3.0137,13.5273"
"251.00,-2.9996,13.5683"
"252.00,-2.9859,13.5604"
"253.00,-2.9721,13.5863"
"254.00,-2.9584,13.5776"
"255.00,-2.9413,13.7662"
"256.00,-2.9293,13.6667"
"257.00,-2.9155,13.6872"
"258.00,-2.9031,13.6080"
"259.00,-2.8893,13.6315"
"260.00,-2.8740,13.7023"
"261.00,-2.8618,13.6392"
"262.00,-2.8462,13.7261"
"263.00,-2.8327,13.7272"
"264.00,-2.8189,13.7142"
"265.00,-2.8049,13.7405"
"266.00,-2.7912,13.7325"
"267.00,-2.7790,13.6649"
"268.00,-2.7650,13.6688"
"269.00,-2.7499,13.7545"
"270.00,-2.7359,13.7540"
"271.00,-2.7204,13.8517"
"272.00,-2.7084,13.7482"
"273.00,-2.6946,13.7643"
"274.00,-2.6809,13.7470"
"275.00,-2.6654,13.8450"
"276.00,-2.6515,13.8401"
"277.00,-2.6380,13.8352"
"278.00,-2.6239,13.8336"
"279.00,-2.6102,13.8371"
"280.00,-2.5965,13.8244"
"281.00,-2.5826,13.8339"
"282.00,-2.5687,13.8297"
"283.00,-2.5549,13.8361"
"284.00,-2.5397,13.8998"
"285.00,-2.5256,13.9165"
"286.00,-2.5134,13.8183"
"287.00,-2.4983,13.8933"
"288.00,-2.4841,13.9051"
"289.00,-2.4705,13.8836"
"290.00,-2.4567,13.8872"
"291.00,-2.4429,13.8830"
"292.00,-2.4289,13.8790"
"293.00,-2.4167,13.8064"
"294.00,-2.4031,13.7874"
"295.00,-2.3891,13.8012"
"296.00,-2.3754,13.8038"
"297.00,-2.3602,13.8589"
"298.00,-2.3460,13.8878"
"299.00,-2.3324,13.8649"
"300.00,-2.3172,13.9401"
"301.00,-2.3036,13.9145"
"302.00,-2.2910,13.8564"
"303.00,-2.2774,13.8350"
"304.00,-2.2636,13.8462"
"305.00,-2.2496,13.8418"
"306.00,-2.2358,13.8472"
"307.00,-2.2235,13.7633"
"308.00,-2.2096,13.7781"
"309.00,-2.1941,13.8644"
"310.00,-2.1806,13.8318"
"311.00,-2.1683,13.7769"
"312.00,-2.1512,13.9241"
"313.00,-2.1391,13.8481"
"314.00,-2.1237,13.9100"
"315.00,-2.1111,13.8564"
"316.00,-2.0976,13.8407"
"317.00,-2.0838,13.8260"
"318.00,-2.0701,13.8365"
"319.00,-2.0576,13.7519"
"320.00,-2.0439,13.7660"
"321.00,-2.0301,13.7505"
"322.00,-2.0161,13.7810"
"323.00,-2.0026,13.7484"
"324.00,-1.9887,13.7680"
"325.00,-1.9735,13.8388"
"326.00,-1.9610,13.7588"
"327.00,-1.9474,13.7723"
"328.00,-1.9335,13.7567"
"329.00,-1.9212,13.7048"
"330.00,-1.9074,13.6927"
"331.00,-1.8937,13.7094"
"332.00,-1.8815,13.6153"
"333.00,-1.8673,13.6576"
"334.00,-1.8538,13.6522"
"335.00,-1.8416,13.5653"
"336.00,-1.8259,13.6864"
"337.00,-1.8138,13.5936"
"338.00,-1.8001,13.6150"
"339.00,-1.7863,13.6077"
"340.00,-1.7723,13.6446"
"341.00,-1.7588,13.6196"
"342.00,-1.7462,13.5795"
"343.00,-1.7323,13.5946"
"344.00,-1.7202,13.5108"
"345.00,-1.7047,13.6178"
"346.00,-1.6926,13.5458"
"347.00,-1.6801,13.4937"
"348.00,-1.6664,13.4988"
"349.00,-1.6527,13.5076"
"350.00,-1.6402,13.4615"
"351.00,-1.6264,13.4791"
"352.00,-1.6128,13.4795"
"353.00,-1.6006,13.4203"
"354.00,-1.5865,13.4564"
"355.00,-1.5729,13.4580"
"356.00,-1.5606,13.4052"
"357.00,-1.5466,13.4293"
"358.00,-1.5346,13.3597"
"359.00,-1.5207,13.3863"
"360.00,-1.5086,13.3260"
"361.00,-1.4945,13.3540"
"362.00,-1.4808,13.3792"
"363.00,-1.4687,13.3138"
"364.00,-1.4547,13.3462"
"365.00,-1.4422,13.3080"
"366.00,-1.4287,13.3171"
"367.00,-1.4164,13.2658"
"368.00,-1.4024,13.3024"
"369.00,-1.3902,13.2500"
"370.00,-1.3764,13.2784"
"371.00,-1.3644,13.2072"
"372.00,-1.3502,13.2594"
"373.00,-1.3381,13.2055"
"374.00,-1.3260,13.1435"
"375.00,-1.3120,13.1862"
"376.00,-1.2995,13.1559"
"377.00,-1.2861,13.1726"
"378.00,-1.2723,13.1924"
"379.00,-1.2600,13.1597"
"380.00,-1.2478,13.1037"
"381.00,-1.2337,13.1555"
"382.00,-1.2214,13.1124"
"383.00,-1.2091,13.0748"
"384.00,-1.1955,13.0995"
"385.00,-1.1831,13.0625"
"386.00,-1.1706,13.0382"
"387.00,-1.1571,13.0610"
"388.00,-1.1451,13.0063"
"389.00,-1.1313,13.0448"
"390.00,-1.1173,13.0907"
"391.00,-1.1048,13.0650"
"392.00,-1.0926,13.0210"
"393.00,-1.0790,13.0502"
"394.00,-1.0682,12.9338"
"395.00,-1.0528,13.0632"
"396.00,-1.0422,12.9375"
"397.00,-1.0296,12.9249"
"398.00,-1.0174,12.8794"
"399.00,-1.0037,12.9258"
"400.00,-0.9917,12.8794"
"401.00,-0.9774,12.9515"
"402.00,-0.9638,12.9772"
"403.00,-0.9516,12.9477"
"404.00,-0.9377,12.9900"
"405.00,-0.9238,13.0416"
"406.00,-0.9118,12.9811"
"407.00,-0.8995,12.9513"
"408.00,-0.8871,12.9226"
"409.00,-0.8749,12.8833"
"410.00,-0.8610,12.9388"
"411.00,-0.8487,12.8998"
"412.00,-0.8364,12.8809"
"413.00,-0.8244,12.8311"
"414.00,-0.8119,12.8142"
"415.00,-0.7845,12.9439"
"416.00,-0.7705,12.8994"
"417.00,-0.7589,12.9498"
"418.00,-0.7458,12.8832"
"419.00,-0.7337,12.8949"
"420.00,-0.7200,12.8569"
"421.00,-0.7075,12.9000"
"422.00,-0.6951,12.8768"
"423.00,-0.6813,12.8547"
"424.00,-0.6709,12.9005"
"425.00,-0.6551,12.7752"
"426.00,-0.6447,12.9257"
"427.00,-0.6293,12.8005"
"428.00,-0.6172,12.9321"
"429.00,-0.6031,12.8883"
"430.00,-0.5910,12.9488"
"431.00,-0.5773,12.9068"
"432.00,-0.5632,12.9486"
"433.00,-0.5511,13.0048"
"434.00,-0.5390,12.9600"
"435.00,-0.5266,12.9174"
"436.00,-0.5128,12.8933"
"437.00,-0.5004,12.9359"
"438.00,-0.4866,12.9109"
"439.00,-0.4745,12.9526"
"440.00,-0.4621,12.9103"
"441.00,-0.4484,12.8878"
"442.00,-0.4346,12.9283"
"443.00,-0.4205,12.9714"
"444.00,-0.4068,13.0253"
"445.00,-0.3931,13.0613"
"446.00,-0.3809,13.0943"
"447.00,-0.3669,13.0461"
"448.00,-0.3547,13.0974"
"449.00,-0.3410,13.0480"
"450.00,-0.3286,13.0828"
"451.00,-0.3165,13.0504"
"452.00,-0.3011,13.0034"
"453.00,-0.2886,13.1222"
"454.00,-0.2749,13.0890"
"455.00,-0.2611,13.1197"
"456.00,-0.2474,13.1530"
"457.00,-0.2350,13.1815"
"458.00,-0.2212,13.1432"
"459.00,-0.2058,13.1743"
"460.00,-0.1937,13.2846"
"461.00,-0.1797,13.2258"
"462.00,-0.1659,13.2681"
"463.00,-0.1522,13.2919"
"464.00,-0.1397,13.3146"
"465.00,-0.1260,13.2716"
"466.00,-0.1122,13.2934"
"467.00,-0.1002,13.3178"
"468.00,-0.0848,13.2555"
"469.00,-0.0723,13.3626"
"470.00,-0.0573,13.3163"
"471.00,-0.0448,13.4032"
"472.00,-0.0295,13.3557"
"473.00,-0.0157,13.4552"
"474.00,-0.0020,13.4714"
"475.00,0.0118,13.4834"
"476.00,0.0242,13.4973"
"477.00,0.0379,13.4458"
"478.00,0.0520,13.4575"
"479.00,0.0674,13.4906"
"480.00,0.0795,13.5860"
"481.00,0.0936,13.5089"
"482.00,0.1073,13.5394"
"483.00,0.1211,13.5489"
"484.00,0.1352,13.5587"
"485.00,0.1469,13.5851"
"486.00,0.1623,13.4927"
"487.00,0.1761,13.5893"
"488.00,0.1918,13.5963"
"489.00,0.2039,13.7026"
"490.00,0.2193,13.6208"
"491.00,0.2317,13.7109"
"492.00,0.2467,13.6471"
"493.00,0.2592,13.7154"
"494.00,0.2729,13.6534"
"495.00,0.2883,13.6580"
"496.00,0.3021,13.7429"
"497.00,0.3158,13.7436"
"498.00,0.3299,13.7437"
"499.00,0.3433,13.7607"
"500.00,0.3574,13.7417"
"501.00,0.3714,13.7600"
"502.00,0.3848,13.7756"
"503.00,0.3986,13.7565"
"504.00,0.4127,13.7565"
"505.00,0.4126,13.7728"
"506.00,0.4250,13.0825"
"507.00,0.4388,13.0458"
"508.00,0.4525,13.0824"
"509.00,0.4679,13.1155"
"510.00,0.4803,13.2277"
"511.00,0.4941,13.1893"
"512.00,0.5091,13.2158"
"513.00,0.5215,13.3089"
"514.00,0.5353,13.2640"
"515.00,0.5491,13.2887"
"516.00,0.5644,13.3121"
"517.00,0.5769,13.4143"
"518.00,0.5906,13.3666"
"519.00,0.6060,13.3842"
"520.00,0.6184,13.4834"
"521.00,0.6338,13.4323"
"522.00,0.6459,13.5298"
"523.00,0.6613,13.4587"
"524.00,0.6750,13.5562"
"525.00,0.6891,13.5642"
"526.00,0.7029,13.5881"
"527.00,0.7182,13.5975"
"528.00,0.7303,13.6866"
"529.00,0.7425,13.6077"
"530.00,0.7595,13.5343"
"531.00,0.7716,13.7069"
"532.00,0.7856,13.6270"
"533.00,0.7994,13.6476"
"534.00,0.8148,13.6541"
"535.00,0.8285,13.7421"
"536.00,0.8423,13.7389"
"537.00,0.8560,13.7408"
"538.00,0.8684,13.7427"
"539.00,0.8822,13.6740"
"540.00,0.8946,13.6801"
"541.00,0.9100,13.6161"
"542.00,0.9221,13.7061"
"543.00,0.9359,13.6245"
"544.00,0.9512,13.6323"
"545.00,0.9650,13.7188"
"546.00,0.9790,13.7201"
"547.00,0.9912,13.7367"
"548.00,1.0065,13.6572"
"549.00,1.0203,13.7415"
"550.00,1.0341,13.7436"
"551.00,1.0481,13.7436"
"552.00,1.0615,13.7581"
"553.00,1.0740,13.7430"
"554.00,1.0880,13.6766"
"555.00,1.1018,13.6954"
"556.00,1.1139,13.6989"
"557.00,1.1293,13.6183"
"558.00,1.1414,13.7086"
"559.00,1.1567,13.6285"
"560.00,1.1705,13.7140"
"561.00,1.1846,13.7166"
"562.00,1.1967,13.7344"
"563.00,1.2104,13.6531"
"564.00,1.2261,13.6577"
"565.00,1.2366,13.7591"
"566.00,1.2520,13.5970"
"567.00,1.2641,13.6839"
"568.00,1.2779,13.6074"
"569.00,1.2919,13.6143"
"570.00,1.3054,13.6349"
"571.00,1.3178,13.6263"
"572.00,1.3318,13.5656"
"573.00,1.3469,13.5897"
"574.00,1.3590,13.6641"
"575.00,1.3747,13.5875"
"576.00,1.3871,13.6911"
"577.00,1.4006,13.6284"
"578.00,1.4130,13.6203"
"579.00,1.4284,13.5598"
"580.00,1.4405,13.6521"
"581.00,1.4542,13.5724"
"582.00,1.4670,13.5823"
"583.00,1.4807,13.5401"
"584.00,1.4945,13.5503"
"585.00,1.5069,13.5626"
"586.00,1.5204,13.5049"
"587.00,1.5327,13.5019"
"588.00,1.5479,13.4446"
"589.00,1.5603,13.5304"
"590.00,1.5726,13.4729"
"591.00,1.5881,13.4184"
"592.00,1.6005,13.5206"
"593.00,1.6140,13.4636"
"594.00,1.6264,13.4654"
"595.00,1.6401,13.4112"
"596.00,1.6525,13.4279"
"597.00,1.6676,13.3768"
"598.00,1.6800,13.4635"
"599.00,1.6925,13.4078"
"600.00,1.7062,13.3650"
"601.00,1.7184,13.3796"
"602.00,1.7337,13.3190"
"603.00,1.7479,13.4191"
"604.00,1.7594,13.4572"
"605.00,1.7720,13.3600"
"606.00,1.7859,13.3232"
"607.00,1.7984,13.3512"
"608.00,1.8121,13.3079"
"609.00,1.8241,13.3273"
"610.00,1.8365,13.2633"
"611.00,1.8521,13.2195"
"612.00,1.8642,13.3370"
"613.00,1.8776,13.2755"
"614.00,1.8903,13.2811"
"615.00,1.9041,13.2529"
"616.00,1.9161,13.2836"
"617.00,1.9297,13.2187"
"618.00,1.9441,13.2363"
