"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,-0.0001,-0.0039"
"2.00,0.0001,0.0040"
"3.00,0.0000,-0.0001"
"4.00,0.0001,0.0038"
"5.00,0.0000,-0.0003"
"6.00,0.0121,0.6052"
"7.00,0.0273,1.3362"
"8.00,0.0492,2.3610"
"9.00,0.0721,3.3884"
"10.00,0.0936,4.2950"
"11.00,0.1178,5.2910"
"12.00,0.1427,6.2701"
"13.00,0.1656,7.1019"
"14.00,0.1885,7.8922"
"15.00,0.2114,8.6430"
"16.00,0.2363,9.4544"
"17.00,0.2607,10.2008"
"18.00,0.2825,10.7829"
"19.00,0.3067,11.4546"
"20.00,0.3313,12.1131"
"21.00,0.3578,12.8288"
"22.00,0.3804,13.3164"
"23.00,0.4034,13.8053"
"24.00,0.4275,14.3166"
"25.00,0.4526,14.8552"
"26.00,0.5016,15.3355"
"27.00,0.5264,15.7984"
"28.00,0.5510,16.2429"
"29.00,0.5754,16.6658"
"30.00,0.6001,17.0519"
"31.00,0.6230,17.4331"
"32.00,0.6492,17.7069"
"33.00,0.6734,18.1306"
"34.00,0.6980,18.4338"
"35.00,0.7257,18.7480"
"36.00,0.7503,19.1873"
"37.00,0.7746,19.4606"
"38.00,0.7992,19.7049"
"39.00,0.8253,19.9469"
"40.00,0.8515,20.2585"
"41.00,0.8761,20.5546"
"42.00,0.9035,20.7541"
"43.00,0.9299,21.0927"
"44.00,0.9555,21.3488"
"45.00,0.9806,21.5723"
"46.00,1.0079,21.7391"
"47.00,1.0326,22.0247"
"48.00,1.0570,22.1526"
"49.00,1.0850,22.2701"
"50.00,1.1139,22.5496"
"51.00,1.1400,22.8762"
"52.00,1.1646,23.0281"
"53.00,1.1904,23.1093"
"54.00,1.2200,23.2488"
"55.00,1.2442,23.5622"
"56.00,1.2718,23.5950"
"57.00,1.2999,23.7972"
"58.00,1.3255,24.0071"
"59.00,1.3533,24.0885"
"60.00,1.3795,24.2768"
"61.00,1.4053,24.3701"
"62.00,1.4328,24.4449"
"63.00,1.4598,24.5965"
"64.00,1.4598,24.7156"
"65.00,1.4866,24.8221"
"66.00,1.5145,24.9718"
"67.00,1.5406,25.0305"
"68.00,1.5681,25.1552"
"69.00,1.5943,25.2058"
"70.00,1.6218,25.3200"
"71.00,1.6493,25.4291"
"72.00,1.6754,25.4647"
"73.00,1.7046,25.6497"
"74.00,1.7308,25.6763"
"75.00,1.7582,25.7662"
"76.00,1.7860,25.8673"
"77.00,1.8119,25.8688"
"78.00,1.8397,25.9663"
"79.00,1.8675,26.0563"
"80.00,1.8951,26.1304"
"81.00,1.9225,26.1984"
"82.00,1.9503,26.2767"
"83.00,1.9762,26.2581"
"84.00,2.0021,26.2379"
"85.00,2.0302,26.3305"
