"Angular Position,Angular Velocity"
"0.00,0.0000,0.0000"
"1.00,0.0016,0.0005"
"2.00,0.0014,-0.0128"
"3.00,0.0013,-0.0169"
"4.00,0.0013,-0.0144"
"5.00,0.0013,-0.0121"
"6.00,0.0013,-0.0131"
"7.00,0.0075,0.2969"
"8.00,0.0197,0.8906"
"9.00,0.0323,1.4795"
"10.00,0.0461,2.0943"
"11.00,0.0583,2.5966"
"12.00,0.0707,3.0885"
"13.00,0.0844,3.6214"
"14.00,0.0969,4.0621"
"15.00,0.1106,4.5462"
"16.00,0.1230,4.9407"
"17.00,0.1368,5.3809"
"18.00,0.1505,5.7991"
"19.00,0.1630,6.1309"
"20.00,0.1767,6.5116"
"21.00,0.1888,6.7914"
"22.00,0.2026,7.1391"
"23.00,0.2150,7.4039"
"24.00,0.2271,7.6391"
"25.00,0.2396,7.8790"
"26.00,0.2533,8.1723"
"27.00,0.2657,8.3854"
"28.00,0.2778,8.5716"
"29.00,0.2899,8.7484"
"30.00,0.3040,9.0146"
"31.00,0.3178,9.2511"
"32.00,0.3299,9.3939"
"33.00,0.3436,9.6115"
"34.00,0.3561,9.7527"
"35.00,0.3698,9.9523"
"36.00,0.3822,10.0765"
"37.00,0.3943,10.1780"
"38.00,0.4068,10.2909"
"39.00,0.4205,10.4636"
"40.00,0.4343,10.6277"
"41.00,0.4467,10.7181"
"42.00,0.4604,10.8694"
"43.00,0.4726,10.9314"
"44.00,0.4863,11.0720"
"45.00,0.4987,11.1402"
"46.00,0.5125,11.2704"
"47.00,0.5249,11.3287"
"48.00,0.5374,11.3841"
"49.00,0.5511,11.5021"
"50.00,0.5632,11.5324"
"51.00,0.5769,11.6430"
"52.00,0.5894,11.6826"
"53.00,0.6031,11.7857"
"54.00,0.6152,11.8019"
"55.00,0.6290,11.8990"
"56.00,0.6431,12.0077"
"57.00,0.6568,12.0945"
"58.00,0.6689,12.0952"
"59.00,0.6813,12.1122"
"60.00,0.6951,12.1938"
"61.00,0.7088,12.2714"
"62.00,0.7209,12.2632"
"63.00,0.7334,12.2719"
"64.00,0.7471,12.3455"
"65.00,0.7609,12.4155"
"66.00,0.7749,12.4983"
"67.00,0.7870,12.4788"
"68.00,0.8008,12.5421"
"69.00,0.8145,12.6022"
"70.00,0.8270,12.5939"
"71.00,0.8424,12.7332"
"72.00,0.8545,12.7020"
"73.00,0.8669,12.6886"
"74.00,0.8806,12.7415"
"75.00,0.8944,12.7916"
"76.00,0.9068,12.7738"
"77.00,0.9206,12.8224"
"78.00,0.9330,12.8030"
"79.00,0.9467,12.8501"
"80.00,0.9621,12.9766"
"81.00,0.9759,13.0150"
"82.00,0.9880,12.9697"
"83.00,1.0017,13.0085"
"84.00,1.0174,13.1434"
"85.00,1.0295,13.0917"
"86.00,1.0433,13.1244"
"87.00,1.0557,13.0899"
"88.00,1.0695,13.1226"
"89.00,1.0832,13.1537"
"90.00,1.0953,13.1015"
"91.00,1.1094,13.1500"
"92.00,1.1231,13.1797"
"93.00,1.1369,13.2080"
"94.00,1.1510,13.2512"
"95.00,1.1660,13.3413"
"96.00,1.1784,13.2960"
"97.00,1.1922,13.3184"
"98.00,1.2059,13.3398"
"99.00,1.2197,13.3600"
"100.00,1.2334,13.3793"
"101.00,1.2459,13.3321"
"102.00,1.2596,13.3527"
"103.00,1.2733,13.3723"
"104.00,1.2874,13.4073"
"105.00,1.3012,13.4241"
"106.00,1.3149,13.4402"
"107.00,1.3287,13.4554"
"108.00,1.3424,13.4699"
"109.00,1.3561,13.4836"
"110.00,1.3699,13.4966"
"111.00,1.3856,13.6072"
"112.00,1.3977,13.5323"
"113.00,1.4131,13.6247"
"114.00,1.4255,13.5653"
"115.00,1.4406,13.6397"
"116.00,1.4530,13.5795"
"117.00,1.4651,13.5059"
"118.00,1.4805,13.5997"
"119.00,1.4929,13.5415"
"120.00,1.5080,13.6171"
"121.00,1.5221,13.6398"
"122.00,1.5374,13.7269"
"123.00,1.5512,13.7278"
"124.00,1.5649,13.7286"
"125.00,1.5787,13.7294"
"126.00,1.5911,13.6647"
"127.00,1.6062,13.7342"
"128.00,1.6186,13.6693"
"129.00,1.6327,13.6894"
"130.00,1.6465,13.6949"
"131.00,1.6603,13.7028"
"132.00,1.6740,13.7022"
"133.00,1.6892,13.7752"
"134.00,1.7029,13.7737"
"135.00,1.7324,13.7013"
"136.00,1.7448,13.8779"
"137.00,1.7597,13.7923"
"138.00,1.7739,13.8607"
"139.00,1.7873,13.8660"
"140.00,1.7996,13.8490"
"141.00,1.8152,13.7808"
"142.00,1.8271,13.8503"
"143.00,1.8410,13.7711"
"144.00,1.8549,13.7645"
"145.00,1.8688,13.7851"
"146.00,1.8842,13.7830"
"147.00,1.8965,13.8578"
"148.00,1.9120,13.7918"
"149.00,1.9269,13.8661"
"150.00,1.9411,13.9306"
"151.00,1.9531,13.9326"
"152.00,1.9670,13.8465"
"153.00,1.9806,13.8364"
"154.00,1.9934,13.8393"
"155.00,2.0084,13.7725"
"156.00,2.0222,13.8420"
"157.00,2.0363,13.8421"
"158.00,2.0483,13.8487"
"159.00,2.0651,13.7666"
"160.00,2.0791,13.9127"
"161.00,2.0912,13.9104"
"162.00,2.1050,13.8257"
"163.00,2.1207,13.8289"
"164.00,2.1344,13.9102"
"165.00,2.1465,13.9074"
"166.00,2.1604,13.8222"
"167.00,2.1743,13.8183"
"168.00,2.1881,13.8208"
"169.00,2.2016,13.8225"
"170.00,2.2156,13.8147"
"171.00,2.2310,13.8096"
"172.00,2.2447,13.8937"
"173.00,2.2585,13.8908"
"174.00,2.2725,13.8835"
"175.00,2.2863,13.8829"
"176.00,2.2981,13.8814"
"177.00,2.3138,13.7887"
"178.00,2.3262,13.8670"
"179.00,2.3399,13.8054"
"180.00,2.3537,13.7924"
